SNP,Chromosome,Position,DF,t Value,std Error,effect
PZA03168.2,1,51514784,271,1.04589418648689,0.313956053777275,0.328364811458016
PZA00617.16,1,53357515,271,0.603668488738684,0.366660066205077,0.221341128046845
PZA00617.5,1,53357638,271,0.345371348132571,0.345472980946341,0.119316469172816
PZA03746.2,1,53430906,NA,NA,NA,NA
PZA03746.5,1,53431019,271,-1.07680002044157,0.826752112254706,-0.890246691375978
PZA03746.1,1,53431113,271,-0.162325913342861,0.317509414311877,-0.0515400056731323
PZA03746.4,1,53431210,271,-0.646473948965352,0.772995822206785,-0.499721661715739
PZA02737.1,1,54049220,271,-2.0280439639327,0.312326333200954,-0.633411534825427
PZA02550.1,1,55173916,271,0.566122679376549,0.532039496248568,0.301199625150389
PZA02114.1,1,56175806,271,1.4499429460124,0.679061774496732,0.9846008298382
PZB01062.2,1,56846640,271,1.32928795120472,0.354600472444199,0.471366135511573
PZB01062.3,1,56846728,271,-0.409179347234091,0.310572702452472,-0.12707993565823
PZB01062.1,1,56846992,271,-0.348749343485396,0.700222972707531,-0.244202302025144
PZB01273.3,1,56885616,NA,NA,NA,NA
PZB01273.2,1,56885823,271,0.286695755589131,0.318594408032183,0.0913396645372586
PZB01273.1,1,56885950,NA,NA,NA,NA
PZB01273.4,1,56886064,NA,NA,NA,NA
PZA00328.1,1,59647300,271,0.815110240550899,0.422140680874317,0.344091191933785
PZA03561.1,1,60212051,271,-0.554936770679566,0.300420532811969,-0.166714400324508
PZA03561.4,1,60212209,271,0.58073988059672,0.910687198072361,0.528872374669504
PZA03561.2,1,60212360,271,-0.270188141284192,0.362476915086264,-0.0979369639455854
PZA00378.9,1,63030387,271,1.10343000539778,0.445956923290793,0.492082250273938
PZA00294.20,1,63913289,271,-0.657134433063648,0.402143883972625,-0.264262593204364
PZA00294.22,1,63913517,271,-0.740680734930091,0.313033698539656,-0.231858029892237
PZA00294.4,1,63913569,271,0.867448081587531,0.35713815946075,0.30979881128593
PZA03189.2,1,64260629,271,-1.04009063394611,0.328940561638922,-0.342127997285615
PZA03189.3,1,64260661,271,-0.259639627100055,0.406022857288348,-0.105419623260445
PZA03189.4,1,64261105,271,0.28885330751478,0.309458367006116,0.0893880728478393
PZA03189.1,1,64261162,271,1.67003898165285,0.329885794138845,0.550922135705378
PZA00263.13,1,65108131,271,0.447690808963501,0.332829030359245,0.149004497848068
PHM5098.25,1,65825628,271,0.164591321661753,0.451616730390959,0.0743321945396076
PZA02791.3,1,68322855,271,2.68330633609389,0.333261109946859,0.894241647894091
PZA02791.6,1,68322875,271,1.68468262306775,0.342588436755925,0.577152786266652
PZA00714.1,1,74579886,271,-0.46848810092268,0.311354740864548,-0.145865991260905
PZA00714.6,1,74580051,271,2.2545262823863,0.465698490008548,1.04992948539189
PZA01267.3,1,76054042,271,1.37589501256657,0.316516475901198,0.435493440587607
PZA00752.1,1,80803012,271,-0.90918879611809,0.547254428193303,-0.497557594739362
PZA01135.1,1,82563962,271,0.788689097661288,0.402801021590156,0.317684774254985
PZA00119.4,1,83595286,271,0.283119679236776,0.372957382149685,0.105591574403206
PZA00119.1,1,83595353,271,-0.855140401917216,0.306723993693121,-0.262292079244389
PZA00593.1,1,87910951,NA,NA,NA,NA
PZA00593.2,1,87911166,271,1.5250623385284,2.18816093794633,3.33708183710092
PZB01235.1,1,88380734,271,0.890771212126454,0.31466759542219,0.280296835391141
PZB01235.2,1,88380741,271,-0.821062152920301,0.564304712204759,-0.46332924190591
PZB01235.3,1,88380847,271,1.05232463128393,0.779576724645198,0.820367789319789
PZB01235.4,1,88380865,271,-0.890336070352381,0.422888123466424,-0.376512550045788
PZA00692.4,1,88863332,NA,NA,NA,NA
PZA03240.1,1,90772226,271,-0.549830028787672,0.352100009284659,-0.193595158241123
PZA03240.2,1,90772275,271,0.637448273832835,0.343456796286842,0.218935941929203
PZA03240.4,1,90772459,271,0.981037326083242,0.531942263487647,0.521855215802589
PZA03240.5,1,90772644,271,-1.21548242278392,0.649986358874687,-0.790046994261502
PZA03465.1,1,91279352,271,1.47969916825738,0.553725561657801,0.8193472530279
PZA03407.2,1,91391968,271,-0.0905905428047531,0.33881848680489,-0.03069375063194
PZA03407.5,1,91392329,271,-0.44551317218367,0.637870730436096,-0.284179812559699
PZA03407.3,1,91392495,271,-0.401591893756588,0.378757223142207,-0.152105830515666
PZA03407.4,1,91392609,271,-0.0141571019483931,0.662835223839477,-0.00938382583888142
PZA00944.1,1,91429024,271,0.517884753141722,0.339859146254067,0.176007870060744
PZA00944.2,1,91429158,271,2.27961070335888,0.463713911504131,1.05708719596123
PZA00705.1,1,95897136,NA,NA,NA,NA
PZA00705.5,1,95897171,NA,NA,NA,NA
PHM9418.11,1,96545939,271,0.0261696222328301,0.350792979589517,0.00918011975778654
PZA02763.1,1,101421538,271,0.022462384880888,0.292537238350439,0.00657108403981965
PZA03014.21,1,102663629,271,-1.68424957603991,0.911453114961419,-1.53511452245402
PZA03014.10,1,102663772,NA,NA,NA,NA
PZA03014.9,1,102663802,271,0.885181286086673,0.747916223393869,0.662041444508873
PZA00301.3,1,104998371,NA,NA,NA,NA
PZA00939.1,1,106026234,271,1.02216517056432,0.309764599857779,0.316630585048415
PZA01254.2,1,106204446,271,-1.2732872591927,0.330769143010093,-0.421164135528841
PZA02070.1,1,114236990,271,-0.161716711282092,0.526094496741637,-0.0850782718366645
PZA00205.7,1,118507445,271,1.83059810001565,0.371386362773754,0.679859170065356
PZA00010.5,1,119703101,271,0.754742604202913,0.326318284432946,0.246286311791948
PZA03086.6,1,123936196,271,-1.18343143021004,0.631343427449707,-0.747151655300513
PZB01067.2,1,123936959,271,-0.755378647602783,0.412832790855113,-0.311845075242218
PZB01067.1,1,123937824,271,-1.7540550774321,0.65305462300808,-1.14549377732783
PZA03394.1,1,137862451,271,-0.615269537344439,0.40363065754883,-0.2483416479281
PZA02577.1,1,148524993,271,-0.767621314989833,0.322616794828727,-0.247647528284233
PZA03200.2,1,148694799,271,0.228120592444731,0.312990151008178,0.0713994986773514
PZA03200.3,1,148694900,271,-1.04108331667291,0.499182140751991,-0.519690198717967
PZA03200.1,1,148694930,271,0.576172062985444,0.304608787666462,0.17550707359328
PZA03028.5,1,150749370,271,-0.675753909221081,0.473672851338688,-0.320086280984015
PZA02741.1,1,161072169,271,0.210511301929897,0.317689032135552,0.0668771317637038
PZA00098.14,1,161472433,271,-1.75399763703184,0.679005947635962,-1.19097482768404
PZA00098.12,1,161472477,NA,NA,NA,NA
PZA00660.20,1,170342897,271,-1.59231486000874,0.648210008342214,-1.03215442868969
PZA02963.4,1,173860693,271,0.787378210226641,0.843726850166078,0.664332137203928
PZA02963.5,1,173860756,271,1.41576054340449,0.516617108781313,0.731406118660288
PZB00963.3,1,173861482,271,0.0833228827010031,1.51768580814583,0.126457956569112
PZB00963.2,1,173861543,271,-0.17034665581498,0.633161445080448,-0.107856934760434
PZB00963.1,1,173861608,271,-0.545171945122,1.88223656315129,-1.02614256831293
PZB00801.1,1,174183331,271,-0.608598951951186,0.336009952763815,-0.204495305097225
PZA03581.1,1,175157930,271,-1.34327417315475,0.31245182401034,-0.419708465548183
PZA03581.2,1,175158066,271,0.109014729029827,0.442908645044226,0.0482835659244643
PZA03580.2,1,175158899,271,-1.72622330959192,0.308641167586006,-0.532783577786631
PZA03580.4,1,175158988,271,-0.0449398646358879,0.441393352076542,-0.0198361574935007
PZA03580.5,1,175159119,271,0.543787577019494,1.31521954394114,0.715200049048434
an1.5,1,175504926,271,0.200461512873299,0.347170982007427,0.0695944202789178
PZA03540.1,1,177870650,271,0.0174645053996585,0.950969167977577,0.0166082061690531
PZA00455.4,1,179852076,271,0.561516210927774,0.420662009627191,0.236208537727123
PZA00484.5,1,180171012,271,-0.819017711193256,0.382654963099752,-0.313401192054698
PZA00484.6,1,180171048,271,-0.547275695636008,0.604462683567484,-0.330807735635403
PZA02191.1,1,182386577,271,0.0440648579869562,0.394227777654589,0.0173715910368628
PZA03112.1,1,182391102,271,-0.322857720171257,0.751483945989041,-0.242622393547322
PHM1968.22,1,183647544,271,0.416105825545247,0.362569546754284,0.150867300569757
PZA00068.1,1,183831590,271,1.60906511293219,0.362741066437023,0.583673995031631
PZA03531.1,1,184088942,271,-0.497841754694323,1.11081936345477,-0.553012261050753
PZB00149.1,1,188047564,271,-2.92945061849845,0.346081782934707,-1.01382949306912
PZB00149.2,1,188047739,271,-0.632600670149459,0.362100332822965,-0.22906491320515
PZA00544.14,1,188047772,NA,NA,NA,NA
PZB00454.2,1,188047850,271,-0.799621171567825,0.463479131825734,-0.370607726387732
PZB00454.6,1,188048080,271,-0.637367967345433,1.34627059673825,-0.858069753739983
PZA00650.8,1,189467910,271,1.35190627602685,0.668588644372219,0.903869184407085
PZD00053.5,1,193887303,271,1.6838136771529,0.410354467987958,0.690960465678927
PZD00053.4,1,193887369,271,-0.752098318740756,0.31550260004464,-0.237288975051911
PZA00619.3,1,195425179,271,2.47694920703184,0.476746515119757,1.18087690258108
PZA03427.1,1,195589422,271,-0.0382551978899304,0.353277169480346,-0.0135146880284651
PZA03427.2,1,195589541,271,-1.23789732748023,0.355668037009643,-0.440280512484378
PZA02467.10,1,196927608,271,-0.641737006184636,0.357243770464302,-0.229256547735872
PZA00435.4,1,199755501,271,1.46366180274573,0.322315470795302,0.471760843037089
PZA00435.5,1,199755531,271,-1.74111728224305,0.313648116590694,-0.546098156339042
PZA03074.24,1,201295597,271,0.860399052699048,0.403010169469616,0.346749568039741
PZA03074.27,1,201295773,271,-0.328721001434415,0.414544207339311,-0.136269386975414
PZA03685.1,1,201677505,271,0.233346101396331,0.746838739473634,0.174271908227922
PZA03686.1,1,201677675,271,0.0799684943800117,0.379758641106364,0.0303687267570751
PZA03686.2,1,201677764,NA,NA,NA,NA
PZB00400.1,1,202132005,271,-0.889701451122453,0.31770837775273,-0.282665604720364
PZB00393.2,1,202135195,271,-1.0326595483771,0.315509324912056,-0.325813716972448
PZB01156.3,1,202381257,271,-2.15183842684096,0.412993902660888,-0.888696149796715
PZB01077.7,1,202619562,271,0.599032063717442,0.474974288382794,0.284524828182668
PZB01077.1,1,202619843,271,1.72868213617064,0.323211120157248,0.558729289627536
PZB01077.3,1,202619995,271,-0.486100055578841,0.366683388132011,-0.178244815350808
PZB01077.2,1,202620610,271,0.587654941896984,0.502452537957734,0.295268716999544
PZA01216.1,1,203035464,271,-0.0300061561576921,0.324252015091041,-0.00972955659926811
PZA00131.14,1,203385274,271,-0.6207921803476,0.409134563107997,-0.253987537487376
PZA00131.15,1,203385307,271,1.19385005320018,0.872276025534148,1.04136677948918
PZB00991.1,1,203879850,271,-0.222408059550044,0.401123699086506,-0.0892131435533656
PZA01391.1,1,204199305,271,-2.1307763009519,0.518257335823542,-1.10429044896728
PHM5480.17,1,204199508,271,0.573029985542988,0.350439613936636,0.200812406907801
PZB00728.1,1,206168095,271,1.53665756167257,0.319294348903108,0.49064607564128
PZB00728.2,1,206168158,271,-2.40556666180124,0.353206550536447,-0.849661902700291
PZA03218.1,1,206590338,271,0.920180189866681,0.319029195936735,0.293564346090079
PZA03218.2,1,206590497,271,0.301256622521482,0.469571229206179,0.141461442543914
PZA01019.1,1,208143724,271,0.216938406814977,0.304539386686107,0.0660662893600943
PZA03194.2,1,212244300,271,-0.75968294745165,0.319571054904288,-0.242772680909923
PZA03194.1,1,212244425,271,2.05696733215396,0.350323597586344,0.720604195917758
PZA03193.3,1,212307127,271,-0.329063149397627,0.706556087125979,-0.232501571255739
PZA03193.1,1,212307274,271,-1.04954038207054,0.301648017421008,-0.316591775454867
PZA03193.2,1,212307461,271,0.536974485337727,0.988284117568231,0.530683355398651
PZA02014.3,1,212557676,271,0.332885646776961,0.338705381648023,0.11275016003674
PZA03276.2,1,213323483,271,-1.03082170398268,0.380869577754567,-0.392608627136127
PZA03276.4,1,213323513,271,1.83168843538005,0.514674731069836,0.942723752882955
PZA03276.3,1,213323599,271,-0.0284021539273694,0.32936701134076,-0.00935473255469788
PZA03276.1,1,213323899,271,-0.969473881728186,0.30941237373968,-0.299967215024139
PZA03265.3,1,214745681,271,1.01778606536632,0.375471100458468,0.382149253994385
PZA03265.4,1,214745789,271,-0.463408203147879,0.453049090013597,-0.209946664740983
PZA03265.2,1,214746095,271,-0.172884208873166,0.411809630443796,-0.0711953821656266
PZA00289.11,1,215472483,271,0.0377682106145901,0.382430103796765,0.0144437007055558
PHM6043.19,1,216927159,271,1.40058405486487,0.502905576443691,0.704361531469658
PZB02171.1,1,216988578,271,-0.0496464738837189,0.328072200006671,-0.0162876279096054
PZB02171.2,1,216988754,NA,NA,NA,NA
PZA03545.1,1,216989434,271,-1.21858297920077,1.06567821151387,-1.29861732985592
PZA03741.1,1,216989646,271,0.894230461159007,0.313635006566347,0.280461976557433
PZA00369.11,1,219201415,271,1.53599708025493,0.886760156667262,1.36206101152732
PZA00369.1,1,219201506,271,0.134637201692669,0.404189367218932,0.0544189253562877
PZA03632.3,1,219400051,271,-1.13030974851883,0.462729224671536,-0.523027353570797
PZA03632.1,1,219400178,271,0.750299234068247,0.314793911081827,0.236189630374042
PZA03632.2,1,219400314,271,0.651362758522124,0.417034504541689,0.271640745277182
PZA03631.1,1,219400450,271,1.36936026798928,0.5452074755792,0.746585454868892
PZA03631.2,1,219400526,271,-1.40690769448439,1.0823896509967,-1.52282232841753
PZA03630.1,1,219401036,271,1.09527161947813,0.338545730656129,0.370799530683144
PZA03630.2,1,219401367,271,-0.211221428299306,0.515508166869811,-0.108886371306198
PZA03443.1,1,222014810,271,0.654623075137202,0.325042655531143,0.212780422714559
PHM15871.11,1,222427156,271,-2.15345209173083,0.479720130309065,-1.03305431805944
PZA02117.1,1,223466480,271,0.686086533418893,0.31930625525754,0.219071721768614
PZA00403.5,1,223466873,271,-0.250805584440133,0.339278336649692,-0.0850929015113024
PZB01979.2,1,224421551,271,0.798871355543363,0.312217627376425,0.249421719206737
PZB01979.3,1,224421962,271,-2.3550799259114,0.361642030983647,-0.851695887535413
PZA00658.21,1,224518409,271,0.512637389466676,0.389186037751132,0.199511314409619
PZA00658.19,1,224518576,271,-1.34029382715841,0.36045320995905,-0.483113212287549
PHM2478.22,1,226781494,271,0.434629466036909,0.461586307654666,0.200619010425896
PZA00664.3,1,227542648,271,-0.838685659270361,0.291978500071384,-0.24487818082514
umc128.2,1,227602208,271,1.435071853541,0.300033298064691,0.430569341177716
PZA03001.18,1,231037244,271,0.560911039926588,0.634459030027188,0.355875074323365
PZA03001.15,1,231037305,271,1.04899815503303,0.373465970462014,0.391765113982274
PZA03001.9,1,231037458,271,-0.828158544493975,0.375176584798064,-0.310705694394585
PZB01647.2,1,231039050,271,0.16007589178299,0.873247982936653,0.139785949616282
PZB01647.1,1,231039372,271,1.27140366168533,0.370511306636559,0.471069431953538
PZB00116.3,1,233400962,NA,NA,NA,NA
PZB00011.1,1,233401031,271,1.17683547747626,0.332655539993987,0.391480841243947
PZB00116.1,1,233401072,271,1.88447229347607,0.331294852769972,0.624315971016244
PZB00011.6,1,233401162,271,-0.888776466033066,0.462146327651038,-0.410744779879849
PZB00116.2,1,233401241,271,1.19246564279224,0.33164957255744,0.39548072072148
PZA00381.3,1,237639087,271,-0.893050633301661,0.358408631601665,-0.320077055432648
id1.9,1,238901790,271,-1.00471687311869,0.806608056448518,-0.810412724307298
id1.8,1,238901929,NA,NA,NA,NA
id1.6,1,238902012,271,-0.536390986409086,0.421938115888972,-0.226323802185277
id1.3,1,238902078,271,-1.03601526327263,0.410803289577506,-0.425598478204904
id1.2,1,238902091,271,-0.614884491592316,0.418087336034417,-0.257075419058708
PZB02144.4,1,238902135,271,-1.55095660769779,0.407347861284825,-0.631778857091263
PZB02144.5,1,238902252,271,-0.693528038089708,0.454448943780498,-0.315173084392029
