SNP,Chromosome,Position,DF,t Value,std Error,effect
PHM4531.46,1,22918337,244,-0.542444506603838,0.33983847097385,-0.184343511712413
PZD00096.1,1,23266657,244,-1.15083804131751,0.355309428346016,-0.408903606579372
PZD00097.2,1,23266988,244,-1.26694496109073,0.756348190833365,-0.958251529206422
PZD00097.1,1,23267335,244,-1.22916610636586,0.280429789107355,-0.344694791986086
PZD00098.2,1,23267835,244,-3.07947241866045,0.426089987009927,-1.31213236286446
PZD00098.1,1,23267898,244,-0.941935427834161,0.324578654748673,-0.305732134026528
PZA02921.4,1,25035053,244,0.474820635470666,0.306507874864434,0.145536263919894
PZA02921.9,1,25035236,244,2.48860037362511,0.376547289026913,0.937075724159897
PZB01957.2,1,26283149,244,-1.45595302341593,0.479083284233429,-0.697522756147691
PZB01957.3,1,26283224,244,1.03253888907922,0.429849276136945,0.44383609405395
PZB01957.1,1,26283293,244,-0.888018235076457,0.645982431396005,-0.573644178618679
PZA03004.10,1,26449707,244,0.924169040448641,0.336458273617517,0.310944319880107
PZA03004.2,1,26449858,244,-0.0789561824753525,0.586559104855521,-0.046312467715552
PZB02515.2,1,28084996,244,-1.36648196131286,0.363102518785905,-0.496173042028204
PZB02515.3,1,28085057,244,0.324075044554662,0.332335540543527,0.107701655108741
PZB02515.1,1,28085224,244,1.39829719694035,0.288943442687408,0.404028805984098
PZB02058.2,1,28526476,244,1.41509561082653,0.275462817964048,0.389806224646833
PZB02058.3,1,28526850,244,0.930208179553966,0.281634757594541,0.26197895516114
PZA00654.12,1,32583282,244,-0.23011419608225,0.534993967376091,-0.123109706711602
PZA00654.10,1,32583345,244,-0.493870750427791,0.534869536780048,-0.264156419510527
PZA02490.1,1,32627736,244,1.08611390317662,0.279194651452589,0.303237192635208
PZA02806.4,1,34326335,244,-0.206669467274654,0.347554875945424,-0.0718289810603494
PZA01455.1,1,34388212,244,-0.980184655091923,0.355750538439877,-0.348701218819457
PZB01662.3,1,34478962,NA,NA,NA,NA
PZB01662.2,1,34479054,244,-0.336078335106139,0.45937711317394,-0.154386695381362
PZB01662.1,1,34479214,244,-0.48199149083707,0.315670196407327,-0.152150348579198
PZA02686.1,1,34724095,244,-0.265824825852462,0.493971569399383,-0.131309906411659
PZA00017.1,1,35620725,244,1.12948732537374,0.31525959457709,0.356081716277288
PZA00017.4,1,35620809,244,-1.13485895891664,0.367765019406407,-0.417361427049514
PZA00192.7,1,35621803,244,0.0752078363598215,0.357010843727185,0.0268500131137159
PZA00192.6,1,35621919,244,0.929641757533297,0.358688113515542,0.333451448254891
PZA03345.2,1,36548480,244,1.92173143477512,0.530115048179537,1.01873875213394
PZA03345.1,1,36548526,244,0.227786746811851,0.290985147010628,0.0662825600081192
PZA03345.3,1,36548537,244,-1.01532836739776,0.452683882364064,-0.459622787227985
PZA03345.5,1,36548621,244,-0.493266114192389,0.426756925865504,-0.210504730526367
PZA02271.1,1,38607726,244,-1.31807876197236,0.591231948568818,-0.779290274808091
PZB01440.2,1,40506950,NA,NA,NA,NA
PZA00240.6,1,41231748,244,-0.229575256414938,0.300779231333972,-0.0690514691577846
PZA00240.4,1,41231931,244,-0.789419668453683,0.296094326355853,-0.233742684942854
PHM3726.129,1,41390404,244,-0.433967060270883,0.310258642401671,-0.134642030966688
PZA00274.7,1,41505016,244,-2.05961555312568,0.324081129288214,-0.667482534356537
PZA00274.14,1,41505211,244,-1.45316306958658,0.280152989012855,-0.407107977467774
PZA02376.1,1,44506999,244,-0.24233793519907,0.377560095681788,-0.0914971340010879
PZA03243.7,1,44531771,244,0.282278124119517,0.518502911903113,0.146362029322518
PZA03243.3,1,44531888,244,-1.6157285792683,0.31542006526801,-0.509633213928197
PZA03243.6,1,44532145,244,-1.94082753688431,0.71258496645856,-1.38300452527255
PZA03243.4,1,44532279,244,0.285940310159282,0.338431735701679,0.096771275474282
PZA03243.2,1,44532330,244,-0.298497314687905,0.371525946188298,-0.11089949727409
PZA03742.2,1,44535266,244,0.774308591445387,0.361581864371077,0.279975944093366
PZA03742.1,1,44535423,244,0.336097774482137,0.368821121073103,0.123959957974677
PZB00033.1,1,44691505,244,-0.311297751790177,0.514153616839175,-0.160054864996823
PZB02517.1,1,45278871,244,0.0155496812183837,0.305825060524899,0.00475548219975508
PZA00081.17,1,45675053,244,-0.762042891790659,1.59135240707118,-1.21267879014255
PZA00081.18,1,45675182,244,0.884722253137209,0.460890970951512,0.407760498270818
PZA03183.3,1,46064887,244,-0.342875416209397,0.300170220229958,-0.102920989195013
PZA03183.4,1,46064981,244,-0.265200613168571,0.33096531194113,-0.0877722036643149
PZA03183.2,1,46065083,244,-0.638654481317901,0.359666879572988,-0.229702864420915
PZA03183.5,1,46065084,244,-0.0453898910187164,0.437389459106906,-0.0198530598815978
PZB00872.1,1,46255037,244,-1.35852410685995,0.369492965004179,-0.501965100273338
PZB00872.3,1,46255059,244,-0.296450519807322,0.511634330121946,-0.151674263115922
PZD00010.3,1,46810807,244,0.488681626133852,0.400047541287007,0.195495883006984
ts2.3,1,46810810,244,-1.71318365903617,0.752921920084067,-1.28989353001816
ts2.4,1,46810918,244,1.85894943776627,0.316765835050267,0.588851670970257
PZA03100.4,1,47280990,244,1.44689369094325,0.323865969718204,0.468599628296488
PZA03673.2,1,49531663,244,1.12049044576994,0.33924326670055,0.38011883912975
PZA03673.1,1,49531723,244,-0.551677741140468,0.32651423328493,-0.180130634668842
PZA03672.1,1,49533656,244,2.00203182647402,0.368744593353858,0.738238411734642
PZB02095.3,1,50136980,244,-0.882511263880428,0.615668990761822,-0.543334819169203
PZB02095.2,1,50137048,244,-0.320678886688412,0.75325148339109,-0.24155184709025
PHM4913.18,1,50197162,244,1.06111112221171,0.29528617762724,0.313331447315647
PZA00468.7,1,50197644,244,-1.29673636812938,1.02646349135882,-1.33105253980204
PZA03168.1,1,51514610,244,0.856135720027857,0.274860748614898,0.235318104922811
PZA03168.5,1,51514741,244,-1.20786175819045,0.489986818923545,-0.591836340595137
PZA03168.2,1,51514784,244,0.973708762004415,0.285471549637128,0.27796614918465
PZA00617.16,1,53357515,244,-0.83133479622526,0.340999614794539,-0.28348484527811
PZA00617.5,1,53357638,244,1.14902310855727,0.313815354932323,0.36058109463734
PZA03746.2,1,53430906,NA,NA,NA,NA
PZA03746.5,1,53431019,244,-0.569751721419384,0.736283489184029,-0.419498785415271
PZA03746.1,1,53431113,244,0.586075789969395,0.290213685539369,0.170087215012416
PZA03746.4,1,53431210,244,-0.101528937078339,0.686701827326437,-0.069720106618206
PZA02737.1,1,54049220,244,2.19418606955833,0.278118575708482,0.610243904504955
PZA02550.1,1,55173916,244,-0.0491864222600885,0.463765949657991,-0.0228109878297289
PZA02114.1,1,56175806,244,-0.827647633452317,0.613085427184227,-0.507418702913128
PZB01062.2,1,56846640,244,-0.618644255924137,0.333451320914218,-0.206287744313897
PZB01062.3,1,56846728,244,0.145312519031265,0.281865535672357,0.040958591016647
PZB01062.1,1,56846992,244,0.331095928553529,0.631515993763275,0.209092374351457
PZB01273.3,1,56885616,NA,NA,NA,NA
PZB01273.2,1,56885823,244,1.17945810025391,0.296887145715047,0.350165948874874
PZB01273.1,1,56885950,NA,NA,NA,NA
PZB01273.4,1,56886064,NA,NA,NA,NA
PZA00328.1,1,59647300,244,1.70059948583946,0.385805549448124,0.656100719025488
PZA03561.1,1,60212051,244,-0.843368022561132,0.273902660700683,-0.231000745329368
PZA03561.4,1,60212209,244,-2.78579448064328,0.798210250576504,-2.22364971044891
PZA03561.2,1,60212360,244,-1.13980669869243,0.338849140053016,-0.386222519678597
PZA00378.9,1,63030387,244,-0.433760645833271,0.403803938628329,-0.175154257209442
PZA00294.20,1,63913289,244,1.12052064733646,0.362066840687102,0.40570337070578
PZA00294.22,1,63913517,244,-1.63161142658694,0.283599481251316,-0.462724154183775
PZA00294.4,1,63913569,244,-0.126693579371483,0.327229502251325,-0.0414578769161693
PZA03189.2,1,64260629,244,-0.884796032281403,0.30146136464873,-0.266731819327333
PZA03189.3,1,64260661,244,0.0697215952284401,0.385428113458353,0.0268726629162046
PZA03189.4,1,64261105,244,1.97339885864288,0.282706381143034,0.557892449878722
PZA03189.1,1,64261162,244,-1.47784710047205,0.299014501043067,-0.441897713365591
PZA00263.13,1,65108131,244,-0.208426748522021,0.305422927318874,-0.0636583076651505
PHM5098.25,1,65825628,244,0.589108226797702,0.416350160528763,0.245275304796039
PZA02791.3,1,68322855,244,-0.0278796126878387,0.314449795057689,-0.00876673849597864
PZA02791.6,1,68322875,244,0.479568955716645,0.318198902695456,0.152598315475842
PZA00714.1,1,74579886,244,0.673900753234856,0.288871804255731,0.194670926476249
PZA00714.6,1,74580051,244,1.28638534496193,0.425206383968178,0.546979260920921
PZA01267.3,1,76054042,244,0.633090634533067,0.286677840974401,0.181493056249053
PZA00752.1,1,80803012,244,0.726093676160018,0.477547687502116,0.346744355960126
PZA01135.1,1,82563962,244,-0.185117824484065,0.373930924947162,-0.0692212793335329
PZA00119.4,1,83595286,244,-1.15249249472878,0.348091467301606,-0.401172803544227
PZA00119.1,1,83595353,244,-1.04397817586004,0.279686820038741,-0.291986936196139
PZA00593.1,1,87910951,NA,NA,NA,NA
PZA00593.2,1,87911166,244,0.301412390011606,1.90607070588358,0.574513326991479
PZB01235.1,1,88380734,244,-2.44906904790847,0.289101810867953,-0.708030296690993
PZB01235.2,1,88380741,244,1.48360112311733,0.531303816538804,0.788242938933493
PZB01235.3,1,88380847,244,0.658881067458847,0.694009281971715,0.457269576531871
PZB01235.4,1,88380865,244,-1.53475724687245,0.392666284597157,-0.602647425887966
PZA00692.4,1,88863332,NA,NA,NA,NA
PZA03240.1,1,90772226,244,-0.627788558317433,0.316123266129884,-0.198458569494278
PZA03240.2,1,90772275,244,0.582018188759202,0.308679785733551,0.17965724979922
PZA03240.4,1,90772459,244,0.397860140298758,0.484030733404695,0.192576535501303
PZA03240.5,1,90772644,244,1.20176550673807,0.566016977109055,0.680219679317815
PZA03465.1,1,91279352,244,-0.286888497420416,0.500286960416061,-0.143526574352791
PZA03407.2,1,91391968,244,-0.675668505614255,0.308724709382534,-0.208595563034692
PZA03407.5,1,91392329,244,0.50067035197559,0.556682164742123,0.278714255359972
PZA03407.3,1,91392495,244,-1.96183712991914,0.343088433285292,-0.673083627264873
PZA03407.4,1,91392609,244,-0.619560930074627,0.587133366450039,-0.363764894595633
PZA00944.1,1,91429024,244,1.19645086344103,0.305859349833269,0.365945683199527
PZA00944.2,1,91429158,244,-0.258888296562958,0.421113833776339,-0.109021443085453
PZA00705.1,1,95897136,NA,NA,NA,NA
PZA00705.5,1,95897171,NA,NA,NA,NA
PHM9418.11,1,96545939,244,-0.0166625737495619,0.323024494265434,-0.00538241945861273
PZA02763.1,1,101421538,244,-0.368995328549836,0.265587479550656,-0.0980005392755174
PZA03014.21,1,102663629,244,-0.705491786340011,0.920735206291721,-0.649571125432885
PZA03014.10,1,102663772,NA,NA,NA,NA
PZA03014.9,1,102663802,244,0.694721971060853,0.709745418068997,0.493075735792303
PZA00301.3,1,104998371,NA,NA,NA,NA
PZA00939.1,1,106026234,244,1.12035081721301,0.285125402998567,0.319440478257633
PZA01254.2,1,106204446,244,-1.85494209023444,0.302870121544943,-0.561806536328135
PZA02070.1,1,114236990,244,-0.892793223016193,0.501538449129116,-0.447770128464526
PZA00205.7,1,118507445,244,0.372598183160894,0.346519324687817,0.12911247080882
PZA00010.5,1,119703101,244,-0.0689742380636802,0.296969859639734,-0.0204832697965287
PZA03086.6,1,123936196,244,0.828161738159011,0.574731047520677,0.475970263288673
PZB01067.2,1,123936959,244,-0.854611487442456,0.38018119560374,-0.324907217072564
PZB01067.1,1,123937824,244,0.816075381676626,0.592958973132461,0.483899220317653
PZA03394.1,1,137862451,244,0.356846198637102,0.372938402078924,0.133081651107659
PZA02577.1,1,148524993,244,0.325674695687471,0.293906436212941,0.0957178891742387
PZA03200.2,1,148694799,244,-1.08533423401036,0.284072961789643,-0.308314110387016
PZA03200.3,1,148694900,244,-0.188411157893472,0.447113925137867,-0.0842412523455209
PZA03200.1,1,148694930,244,0.462192245418606,0.276467441854011,0.127781107735643
PZA03028.5,1,150749370,244,1.74541863709543,0.430326862313612,0.751100525524976
PZA02741.1,1,161072169,244,-1.11826432629154,0.292877832657128,-0.32751483222205
PZA00098.14,1,161472433,244,0.0453679637299597,0.605560298319269,0.0274730376504522
PZA00098.12,1,161472477,NA,NA,NA,NA
PZA00660.20,1,170342897,244,0.160063990550645,0.565883496389455,0.0905775706188479
PZA02963.4,1,173860693,244,-1.65823836765585,0.812259309439949,-1.34691955139897
PZA02963.5,1,173860756,244,0.151572276026259,0.464330442085004,0.0703796219351034
PZB00963.3,1,173861482,244,1.03142766332253,1.32752730978332,1.36924839112665
PZB00963.2,1,173861543,244,1.24792383058594,0.606205377704834,0.756498137067211
PZB00963.1,1,173861608,244,-0.634276829462563,1.64892767651211,-1.04587661867117
PZB00801.1,1,174183331,244,1.69151698499526,0.310256015778605,0.524803320386468
PZA03581.1,1,175157930,244,-1.4177604515283,0.285659401643544,-0.404996602257455
PZA03581.2,1,175158066,244,0.823380300358274,0.394657446420644,0.32495316677246
PZA03580.2,1,175158899,244,-1.11665624424413,0.283318500829807,-0.316369373061491
PZA03580.4,1,175158988,244,-0.879704567467173,0.393269114153515,-0.345960635964616
PZA03580.5,1,175159119,244,1.11934664388408,1.14863270937169,1.28571816829069
an1.5,1,175504926,244,0.576360313508632,0.32771401039174,0.188881349770554
PZA03540.1,1,177870650,244,-1.50434955725065,0.827293322243321,-1.24453834303316
PZA00455.4,1,179852076,244,-1.34912952114737,0.391808288867227,-0.528600129141012
PZA00484.5,1,180171012,244,0.718591453234345,0.363071431080351,0.260900027287903
PZA00484.6,1,180171048,244,0.307582335195859,0.569824204855017,0.17526785958043
PZA02191.1,1,182386577,244,-1.79480728529014,0.372431066897412,-0.668441992135854
PZA03112.1,1,182391102,244,-0.469605708693837,0.687956563093413,-0.323068329362059
PHM1968.22,1,183647544,244,0.296879140215667,0.331357296280918,0.098373069224067
PZA00068.1,1,183831590,244,0.312478905373906,0.332460231905706,0.10388680934625
PZA03531.1,1,184088942,244,-1.42879915136705,0.970213970701698,-1.38624089798304
PZB00149.1,1,188047564,244,-2.76379698198723,0.322667822914932,-0.891788355156677
PZB00149.2,1,188047739,244,-1.28066042664226,0.32423044408094,-0.415229098847107
PZA00544.14,1,188047772,NA,NA,NA,NA
PZB00454.2,1,188047850,244,-1.4519920896847,0.418607344443304,-0.607814552815597
PZB00454.6,1,188048080,244,0.7069631538013,1.17281026625581,0.829133644642752
PZA00650.8,1,189467910,244,-0.674701124912514,0.652451601581726,-0.440209829538162
PZD00053.5,1,193887303,244,-1.48111458325896,0.370783776046632,-0.549173257938492
PZD00053.4,1,193887369,244,-0.820490719107739,0.289026255606375,-0.237143360303492
PZA00619.3,1,195425179,244,-1.9490872476726,0.456390985653124,-0.889545850089235
PZA03427.1,1,195589422,244,-0.630600594164297,0.315939864075078,-0.199231866005931
PZA03427.2,1,195589541,244,-0.108795397836117,0.321252093071924,-0.0349507492714451
PZA02467.10,1,196927608,244,0.401690144569528,0.327137231036598,0.131407801629166
PZA00435.4,1,199755501,244,-0.115001288376301,0.287985827089141,-0.0331187411493659
PZA00435.5,1,199755531,244,0.100396515814281,0.285773896238592,0.0286907034930266
PZA03074.24,1,201295597,244,0.444316799808284,0.359493100940244,0.159728824162926
PZA03074.27,1,201295773,244,-0.134243927421921,0.373957771867568,-0.0502015599854531
PZA03685.1,1,201677505,244,-0.688455030265384,0.671483184569862,-0.462285976155741
PZA03686.1,1,201677675,244,-0.958628029907116,0.357990416282382,-0.343179647486409
PZA03686.2,1,201677764,NA,NA,NA,NA
PZB00400.1,1,202132005,244,-0.479216478119573,0.292237765917768,-0.140045152956645
PZB00393.2,1,202135195,244,1.04127336667006,0.287525899228223,0.299393061094207
PZB01156.3,1,202381257,244,0.589376199304304,0.371359785662415,0.218870619048175
PZB01077.7,1,202619562,244,0.404148870198093,0.424464148769784,0.171546706164904
PZB01077.1,1,202619843,244,-0.509308227230228,0.297586697571568,-0.151563353387473
PZB01077.3,1,202619995,244,0.186802876084907,0.335025353577004,0.0625836996095472
PZB01077.2,1,202620610,244,0.0698792079052946,0.460075504063277,0.0321497118005709
PZA01216.1,1,203035464,244,-1.30857928892602,0.290326447118113,-0.379915175726239
PZA00131.14,1,203385274,244,-0.107624521642154,0.372558620985573,-0.0400964433672328
PZA00131.15,1,203385307,244,0.904390554068962,0.780427975763678,0.705811689411831
PZB00991.1,1,203879850,244,-0.856587833029881,0.374042132774772,-0.320399939975417
PZA01391.1,1,204199305,244,-0.102684339900843,0.458433250839685,-0.0470739157510707
PHM5480.17,1,204199508,244,1.19426721938301,0.326407709058472,0.389818027082441
PZB00728.1,1,206168095,244,0.473200042742956,0.289313710893913,0.136903260361123
PZB00728.2,1,206168158,244,0.760364562878021,0.325448653746363,0.247459623345094
PZA03218.1,1,206590338,244,0.465642137097756,0.287391611917118,0.133821644357056
PZA03218.2,1,206590497,244,-1.23016284447242,0.426258604276224,-0.524367497117282
PZA01019.1,1,208143724,244,-1.12436771733232,0.275905540734733,-0.310219283035252
PZA03194.2,1,212244300,244,-0.884539875538334,0.294114884209317,-0.260156343072481
PZA03194.1,1,212244425,244,-1.30767895194435,0.318198874766613,-0.416101971064677
PZA03193.3,1,212307127,244,-0.455165893440768,0.665750982769481,-0.303027140881341
PZA03193.1,1,212307274,244,-0.818785189617213,0.277563010264956,-0.227264481990517
PZA03193.2,1,212307461,244,-0.608172032492856,0.93931662392416,-0.571266100326284
PZA02014.3,1,212557676,244,0.846776138951345,0.310528757722844,0.262948342497907
PZA03276.2,1,213323483,244,-0.129507136467173,0.349229673177067,-0.0452277349425287
PZA03276.4,1,213323513,244,1.47976788283606,0.525465843901455,0.777567479332717
PZA03276.3,1,213323599,244,0.779676231045904,0.30031168719232,0.234145884409145
PZA03276.1,1,213323899,244,0.14799000784823,0.279847315546174,0.0414146064239844
PZA03265.3,1,214745681,244,1.24424822647042,0.350205887555147,0.43574305448999
PZA03265.4,1,214745789,244,0.293817274432467,0.409643065310143,0.120360208939587
PZA03265.2,1,214746095,244,-0.117463119863693,0.373137581759079,-0.0438299044918153
PZA00289.11,1,215472483,244,-0.630639540001252,0.351645286982898,-0.221761422026503
PHM6043.19,1,216927159,244,-1.56456589279534,0.46753874764656,-0.731495178128057
PZB02171.1,1,216988578,244,0.922255380517538,0.294237602458209,0.271362212017664
PZB02171.2,1,216988754,NA,NA,NA,NA
PZA03545.1,1,216989434,244,0.109386462413761,0.969494534580846,0.106049577467275
PZA03741.1,1,216989646,244,0.294962167057857,0.287305890199969,0.0847443679818696
PZA00369.11,1,219201415,244,0.172292675363483,0.78818204131837,0.135797992572193
PZA00369.1,1,219201506,244,0.141418604781193,0.367471428967642,0.0519672967815552
PZA03632.3,1,219400051,244,0.593444985452399,0.416329844484775,0.247068858503667
PZA03632.1,1,219400178,244,1.00532648507344,0.28192044947131,0.283422094537315
PZA03632.2,1,219400314,244,-0.503510737441508,0.373445296349399,-0.188033716558948
PZA03631.1,1,219400450,244,-1.38209638083644,0.501256987973572,-0.69278546894725
PZA03631.2,1,219400526,244,0.228670420067627,0.947285438102592,0.216616159054865
PZA03630.1,1,219401036,244,0.91508603994369,0.30686342175264,0.280806433415194
PZA03630.2,1,219401367,244,0.571625610104557,0.459123187550533,0.262446572196723
PZA03443.1,1,222014810,244,0.0215982565305571,0.303555325826095,0.00655626579840884
PHM15871.11,1,222427156,244,-0.336865467463976,0.426145173176517,-0.143553592969624
PZA02117.1,1,223466480,244,0.174140790236717,0.288999022628997,0.0503265181782524
PZA00403.5,1,223466873,244,-0.293679332431733,0.303760241564565,-0.0892081049619833
PZB01979.2,1,224421551,244,-0.29575295559999,0.284267778474999,-0.0840730356658241
PZB01979.3,1,224421962,244,0.0775480138597587,0.329341750977119,0.0255397986693708
PZA00658.21,1,224518409,244,0.233490482564128,0.356355615347575,0.083205644591942
PZA00658.19,1,224518576,244,-0.471833658600885,0.332044529129249,-0.156669784997462
PHM2478.22,1,226781494,244,0.115557945767027,0.421061156773953,0.048656962319086
PZA00664.3,1,227542648,244,1.64685791384255,0.265005596550017,0.436426563890961
umc128.2,1,227602208,244,-0.122572266428486,0.276480548287535,-0.0338888474269936
PZA03001.18,1,231037244,244,-1.32030399305573,0.581470446267075,-0.767717752050316
PZA03001.15,1,231037305,244,1.53545118289637,0.335719459314821,0.515480840926273
PZA03001.9,1,231037458,244,-1.60072253154538,0.337118804109721,-0.539633665546063
PZB01647.2,1,231039050,244,0.4606328375958,0.830485608478185,0.382548942415781
PZB01647.1,1,231039372,244,1.35783684979006,0.333113091010431,0.452313230121433
PZB00116.3,1,233400962,NA,NA,NA,NA
PZB00011.1,1,233401031,244,0.532425092668173,0.301880097215991,0.160728538734901
PZB00116.1,1,233401072,244,0.23325032689058,0.303458689660459,0.0707818385610892
PZB00011.6,1,233401162,244,0.573733132371556,0.45285009260374,0.259815102124293
PZB00116.2,1,233401241,244,0.650505854961183,0.301505734570578,0.196131245642533
PZA00381.3,1,237639087,244,0.463247466436085,0.329098383799186,0.152453992503183
id1.9,1,238901790,244,-0.548316020069484,0.711293314427552,-0.390013519268948
id1.8,1,238901929,NA,NA,NA,NA
id1.6,1,238902012,244,1.01523587833501,0.380640986115716,0.386440385869491
id1.3,1,238902078,244,0.637004436692953,0.369099464279902,0.23511799632729
id1.2,1,238902091,244,0.708134303112384,0.376405028639921,0.266545312643927
PZB02144.4,1,238902135,244,0.656143840815794,0.37015837540145,0.242877138146042
