
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP2021GLSTPCRALL.ANL  Predicted Value File
File Date:      Wed Jan 20 23:47:02 2021
Last Update:    Wed Jan 20 23:47:02 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4793            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4793 of 4793

"Position","Sample Number","Grouping by Num","Starch","Total_Poly","WSP",
46,"14W31304-1", 1.2364182, 19.1108456, 36.2471352, 17.1596260,
47,"14W31709-1", 1.2187932, 18.1650715, 37.3552856, 19.1914787,
48,"14W31240-1", 1.2354127, 20.4034729, 31.9930611, 11.5206566,
49,"14W30844-1", 1.2265136, 11.1544800, 27.3713036, 16.1151085,
50,"14W30740-1", 1.2234139, 8.6418324, 28.5147705, 19.8435707,
51,"14W31050-1", 1.2327117, 9.5705872, 30.3690109, 20.7704887,
52,"14W31867-1", 1.2312437, 19.6375294, 36.7772560, 17.1442795,
53,"14W31116-1", 1.2260997, 1.8466969, 23.9009933, 22.0371857,
54,"14W31645-1", 1.2369992, 13.3543053, 31.7944260, 18.4140244,
55,"14W30706-1", 1.2122215, 8.5806589, 33.2309761, 24.6130219,
56,"14W31246-1", 1.2357100, 20.5575790, 35.0209389, 14.4651756,
57,"14W31848-1", 1.2226628, 13.4167671, 32.6493492, 19.1729355,
58,"14W30474-1", 1.2194008, 19.5721397, 34.8275871, 15.2160416,
59,"14W32263-1", 1.2205927, 3.5769939, 25.4683266, 21.8556938,
60,"14W31922-1", 1.2020550, 21.4751148, 38.5835648, 17.0643806,
61,"14W31318-1", 1.2324083, 21.4385757, 37.6369019, 16.2031631,
62,"14W32426-1", 1.2013104, 19.0533295, 37.6569595, 18.5519524,
63,"14W31330-1", 1.2238489, 15.5297165, 28.9084969, 13.2662392,
64,"14W30835-1", 1.2282126, 20.9860191, 33.4141846, 12.3156548,
65,"14W32315-1", 1.1984365, 14.8113623, 39.0859680, 24.2876587,
66,"14W31874-1", 1.2303234, 16.8193703, 35.0889130, 18.2837410,
67,"14W32465-1", 1.2322888, 20.2516918, 35.1177750, 14.8444443,
68,"14W31108-1", 1.2157890, 17.5102062, 32.2253532, 14.7162018,
69,"14W31511-1", 1.1991962, 21.6571770, 38.4311142, 16.7729416,
70,"14W31950-1", 1.2363870, 15.5666466, 31.9443855, 16.3423653,
71,"14W30840-2", 1.2212068, 38.4149399, 37.5757713,-0.9492722,
72,"14W30516-1", 1.2179258, 12.2538757, 28.0119324, 15.6941299,
73,"14W31118-1", 1.2269720, 8.5068092, 18.6439095, 10.1098938,
74,"14W32230-1", 1.2128150, 13.8352060, 35.3058281, 21.5335922,
75,"14W31624-1", 1.2236322, 15.9563828, 36.4337959, 20.4103470,
76,"14W31328-1", 1.2359958, 16.6465588, 31.8435402, 15.1711235,
77,"14W31459-1", 1.2189257, 15.8607731, 32.8479729, 16.9466438,
78,"14W30463-1", 1.2193598, 11.9750643, 28.9099960, 16.8903656,
79,"14W31459-1", 1.2188820, 16.0298004, 33.1370430, 17.0689774,
80,"14W31848-2", 1.2215326, 11.4118805, 27.7367706, 16.2405510,
81,"14W31036-1", 1.2246680, 15.5400343, 31.0406647, 15.4586945,
82,"14W31743-1", 1.2317578, 1.6678476, 26.7644081, 25.1087341,
83,"14W30678-1", 1.1968316, 25.6855087, 37.3850136, 11.6763954,
84,"14W30447-1", 1.2053310, 13.3116436, 30.1308060, 16.7884102,
85,"14W31334-1", 1.2231704, 11.2208424, 35.9026527, 24.6432381,
86,"14W30511-1", 1.2261992, 23.1142502, 35.5970993, 12.4801521,
87,"14W31072-1", 1.2236867, 17.7897892, 27.3545914, 9.4960670,
88,"14W30879-1", 1.1998065, 12.4562159, 33.3751869, 20.9142494,
89,"14W30508-1", 1.2246453, 16.1192932, 33.6184196, 17.4672432,
90,"14W32437-1", 1.2335811, 8.7188110, 24.6004791, 15.7904434,
91,"14W32232-1", 1.2332095, 8.3857832, 25.1131134, 16.6672058,
92,"14W30730-2", 1.2236407, 12.4437504, 25.9637375, 13.4805260,
93,"14W30841-2", 1.2301009, 20.4840355, 24.2417946, 3.6708641,
94,"14W32262-1", 1.2253951, 2.8925428, 28.9631424, 26.1084404,
95,"14W31904-1", 1.2187423, 13.6056767, 28.0671043, 14.4379463,
96,"14W30944-1", 1.2258217, 19.3110371, 32.9454422, 13.6011391,
97,"14W31869-1", 1.2219940, 16.8499718, 33.1602898, 16.2850189,
98,"14W31835-1", 1.2257373, 13.9425726, 32.7695618, 18.7552109,
99,"14W30919-1", 1.1967230, 15.8971596, 35.5066872, 19.6547546,
100,"14W30707-1", 1.2309103, 22.8729210, 39.7440147, 16.8401909,
101,"14W32428-1", 1.2211136, 13.2384872, 17.0025864, 3.6897354,
102,"14W30523-1", 1.2161844, 29.8891373, 34.5571060, 4.6096115,
103,"14W31303-1", 1.2245917, 17.2004852, 33.8682518, 16.5780182,
104,"14W30727-1", 1.2287166, 16.6990700, 30.1535912, 13.3860054,
105,"14W31263-1", 1.2168013, 13.8913326, 35.8241959, 21.9870605,
106,"14W31425-1", 1.2318171, 13.7317581, 36.6718712, 22.9459229,
107,"14W30672-1", 1.2262149, 24.9964333, 36.7167778, 11.7177124,
108,"14W30922-1", 1.2257276, 9.6602659, 31.8171692, 22.1901550,
109,"14W30729-1", 1.2327114, 14.5727520, 28.5212517, 13.8924179,
110,"14W31515-1", 1.2219522, 12.6870251, 32.0099945, 19.2807007,
111,"13W30702-1", 1.2291788, 19.9342270, 36.1535187, 16.1986427,
112,"14W31902-1", 1.2213236, 14.3836584, 40.1667023, 25.7934227,
113,"14W31872-1", 1.2330160,-1.2050152, 7.2967262, 8.4302483,
114,"14W30534-1", 1.2124217, 6.8779879, 27.8057022, 20.8900795,
115,"14W31266-1", 1.2345570, 13.0711641, 32.3738365, 19.3243179,
116,"14W31710-1", 1.2246842, 15.8229942, 24.8749695, 9.0774612,
117,"14W30514-1", 1.2169825, 31.0217628, 36.4440460, 5.3170090,
118,"14W31243-1", 1.2234119, 3.4843636, 28.2685509, 24.7900047,
119,"14W30524-1", 1.2247176, 9.9646835, 27.9936142, 17.9829369,
120,"14W31078-1", 1.2233789, 12.5691767, 30.9563408, 18.3174896,
121,"14W30649-1", 1.2139475, 4.3624077, 22.3070297, 17.9026031,
122,"14W30650-1", 1.1949806, 17.3279648, 34.4617500, 17.0965538,
123,"14W30705-1", 1.2301410, 17.3941765, 35.4265671, 18.0383568,
124,"14W32276-1", 1.2253176, 16.7508545, 33.8705215, 17.0257874,
125,"14W31702-1", 1.2001547, 21.0031548, 24.2252083, 3.2457733,
126,"14W31466-1", 1.1959656, 11.8973408, 34.5204086, 22.6307182,
127,"13W30851-1", 1.2282898, 31.7793140, 43.1082039, 11.3804703,
128,"14W31111-1", 1.2337058, 15.6467161, 31.0978699, 15.4175911,
129,"14W30532-1", 1.1962547, 20.3565006, 34.7763901, 14.3859291,
130,"14W31464-1", 1.1943753, 20.7708454, 31.0179443, 10.2004356,
131,"14W31058-1", 1.2267075, 15.2889881, 34.7572479, 19.4740524,
132,"14W30667-1", 1.1976529, 18.2701550, 37.5946999, 19.3332405,
133,"14W32353-1", 1.2247976, 14.0953426, 33.7222481, 19.5879974,
134,"14W32328-1", 1.2283533, 11.7300215, 33.0150299, 21.2308235,
135,"14W31332-1", 1.2304512, 15.5306702, 38.3292847, 22.7694244,
136,"13W30704-1", 1.2183875, 32.9526291, 42.2404137, 9.2656212,
137,"14W30668-1", 1.2252432, 12.7068844, 35.0466537, 22.3248367,
138,"14W31234-1", 1.2263887, 9.3423491, 28.0841980, 18.7039452,
139,"14W31516-1", 1.1957697, 19.4841042, 32.2461052, 12.7144966,
140,"14W30918-1", 1.2004966, 15.7953815, 34.2687874, 18.4713860,
141,"14W30719-1", 1.2228322, 16.3592167, 36.5964661, 20.2595978,
142,"14W30839-1", 1.2302023, 24.1631088, 36.0349770, 11.7946510,
143,"14W30677-1", 1.1992971, 17.9777431, 33.7483177, 15.7561569,
144,"14W30711-1", 1.2322328, 25.1475773, 34.2304573, 9.0768814,
145,"14W31308-1", 1.1935229, 21.0500526, 31.8765831, 10.8014412,
146,"14W31251-1", 1.2275991, 7.2367692, 25.7248535, 18.4179230,
147,"14W30530-1", 1.2081350, 13.6962566, 38.9848099, 25.2841148,
148,"14W32450-1", 1.2055994, 14.2824869, 31.8172798, 17.4607162,
149,"14W31503-1", 1.2273062, 34.1978378, 35.6994896, 1.4876022,
150,"14W31275-1", 1.2321039, 17.3022385, 35.7122383, 18.3989601,
151,"14W31123", 1.2223592, 19.1425323, 40.4655838, 21.3911362,
152,"14W32306", 1.2150867, 33.6170044, 49.1495018, 15.6258736,
153,"14W31305", 1.2196203, 14.0581541, 38.5860443, 24.6472511,
154,"14W32106", 1.2270874, 20.4354877, 43.1848793, 22.7726135,
155,"14W30911", 1.2195649, 24.0442505, 42.2010078, 18.2243652,
156,"14W32349", 1.2242671, 22.8541698, 44.8552055, 22.0444221,
157,"14W30743", 1.1885521, 32.9041901, 55.7984734, 22.9912262,
158,"14W32336", 1.2223828, 30.9340534, 44.5905113, 13.7496834,
159,"14W30875", 1.1910498, 25.7721100, 48.1732979, 22.5294800,
160,"14W32114", 1.2220258, 24.3491707, 44.8068886, 20.5557785,
161,"14W32227", 1.2071015, 18.6357040, 39.1737556, 20.5318947,
162,"14W31656", 1.2042685, 26.6936989, 41.6596718, 15.0946960,
163,"14W32439", 1.2099597, 18.2784615, 38.1611099, 19.9628258,
164,"14W30740", 1.2187703, 18.0971203, 41.8312340, 23.7741776,
165,"14W32112", 1.2084888, 31.1831226, 43.3926353, 12.2288246,
166,"14W31070", 1.2207251, 23.2126446, 42.5359306, 19.3148232,
167,"14W32428", 1.2165732, 19.8185616, 43.4865303, 23.7057381,
168,"14W32234", 1.2185075, 18.1996269, 42.1101875, 23.9935837,
169,"14W31275", 1.2208292, 25.6789055, 46.5601463, 20.9300652,
170,"14W32452", 1.2145706, 19.7766895, 37.5515518, 17.8467941,
171,"14W32453", 1.2250839, 20.2898178, 40.9690437, 20.6605759,
172,"14W31554", 1.2190017, 19.0934868, 44.5017433, 25.4908714,
173,"14W32136", 1.2171187, 20.3588848, 43.0845757, 22.7702332,
174,"14W30741-1", 1.2300147, 9.7835655, 28.7245865, 18.8931923,
175,"14W31256", 1.2184089, 22.1108570, 43.2251244, 21.1814728,
176,"14W32117", 1.1900516, 29.0648975, 55.8982658, 26.8180046,
177,"14W31450", 1.2196516, 11.0814323, 37.9426651, 26.9603157,
178,"14W31928", 1.2201151, 16.5747776, 36.2342758, 19.7417412,
179,"14W32260", 1.2084845, 28.4608536, 44.9216499, 16.5304413,
180,"14W31239", 1.2160828, 19.1028690, 42.8833427, 23.8572006,
181,"14W31073", 1.2281904, 19.2516708, 46.5106392, 27.3054771,
182,"14W32464", 1.1915667, 31.6807175, 47.1364098, 15.5809746,
183,"14W32475", 1.2160634, 22.9066238, 41.6410484, 18.8428535,
184,"14W32155", 1.2251027, 18.3772030, 42.4566612, 24.1047821,
185,"14W32044", 1.1962553, 23.5731506, 42.8857002, 19.3992996,
186,"14W32278", 1.2229643, 17.1400566, 44.6003914, 27.4989586,
187,"14W30738", 1.1949819, 18.7316437, 42.0754356, 23.3852310,
188,"14W31465", 1.2203398, 25.5142174, 43.3316002, 17.8587608,
189,"14W32341", 1.1959213, 29.6030293, 35.4188652, 6.0184593,
190,"14W32045", 1.2027194, 27.5177040, 37.4040794, 10.0824890,
191,"14W32249", 1.2218331, 20.1831303, 45.8542519, 25.7417793,
192,"14W31345", 1.2082981, 25.1879978, 46.1201897, 21.0093422,
193,"14W32259", 1.2162561, 21.9661331, 42.9408607, 21.0202904,
194,"14W30938", 1.2146132, 23.6686325, 44.7190285, 21.1154976,
195,"14W32026", 1.2079664, 37.2934303, 23.1272049,-14.0318394,
196,"14W31266", 1.2074951, 24.0126343, 44.6356773, 20.7402382,
197,"14W31648", 1.2245131, 18.5609798, 42.7559700, 24.1726379,
198,"14W32318", 1.2135944, 26.3472614, 40.6297646, 14.4429703,
199,"14W32225", 1.2089133, 20.2805786, 47.2858009, 27.0966759,
200,"14W31302", 1.2158798, 26.3181610, 45.6006584, 19.3625717,
201,"14W32118", 1.2108765, 23.4991665, 38.2655907, 14.8583679,
202,"14W30926", 1.2226919, 15.3292885, 39.6651077, 24.3956108,
203,"14W31109", 1.2230531, 16.1035538, 39.3125916, 23.3260040,
204,"14W32035", 1.2147977, 21.3728352, 40.4525719, 19.1352692,
205,"14W31652", 1.2163982, 26.8582764, 43.6616249, 16.9137039,
206,"14W32017", 1.2223544, 18.0149784, 26.0217552, 7.9990540,
207,"14W31303", 1.2218179, 15.3670616, 42.6299477, 27.3149757,
208,"14W31848", 1.2224733, 20.8286705, 38.2355690, 17.4679146,
209,"14W31861", 1.2157050, 12.4691982, 34.3300171, 21.9197350,
210,"14W31529", 1.2225505, 24.9762745, 47.5504265, 22.6659431,
211,"14W31743", 1.2046480, 25.1534424, 41.8035622, 16.7816429,
212,"14W31720", 1.2143158, 23.5471401, 42.6734962, 19.1642418,
213,"14W31039", 1.2125823, 26.5853081, 46.2169304, 19.7275963,
214,"14W31464", 1.1910349, 32.2044983, 53.1667671, 20.9761848,
215,"14W31343", 1.2193997, 17.2305222, 43.0287514, 25.8925667,
216,"14W31336", 1.2281142, 19.9226589, 44.9789162, 25.0214577,
217,"14W31072", 1.2069081, 25.4769745, 46.7949257, 21.3668327,
218,"14W31461-1", 1.1986130, 19.5096626, 37.1006050, 17.5672607,
219,"14W31534", 1.1935182, 24.9981232, 48.7702522, 23.8050232,
220,"14W30475-1", 1.2204915, 7.4985065, 31.6984406, 24.1491623,
221,"14W32324", 1.2146889, 10.4723454, 36.3281097, 25.8704414,
222,"14W30652-1", 1.2235942, 30.0969963, 32.5797691, 2.4198837,
223,"14W32260-1", 1.2274203, 10.7626543, 26.9768448, 16.1985016,
224,"14W31830-1", 1.2245312, 17.0369911, 30.6596680, 13.6204338,
225,"14W30471-1", 1.2175566, 10.5621777, 29.7650299, 19.1427879,
226,"14W30863-1", 1.1954954, 15.4380007, 31.1745529, 15.7353363,
227,"14W30878-1", 1.2231113, 15.5327721, 30.7506027, 15.1783562,
228,"14W31056-1", 1.2361677, 19.0997028, 35.5880661, 16.4501953,
229,"14W31916-1", 1.2328310, 19.5569229, 37.0207825, 17.4626350,
230,"14W30654-1", 1.2016832, 40.4449081, 43.8808632, 3.3902473,
231,"14W31452", 1.2205620, 25.4378300, 43.4610023, 18.0295982,
232,"14W32464-1", 1.1966072, 16.6987133, 30.8211594, 14.1002960,
233,"14W31512-1", 1.2290342, 15.6077166, 38.8203773, 23.2461510,
234,"14W30937-1", 1.2286655, 19.1664276, 28.0548172, 8.8537903,
235,"14W31519-1", 1.2254020, 10.5271931, 30.7229462, 20.1466331,
236,"14W30903-1", 1.2218254, 11.2737684, 27.9719429, 16.6450958,
237,"14W30875-1", 1.1970117, 12.0265360, 29.3048820, 17.2622795,
238,"14W31706", 1.2128220, 25.4322224, 40.4125633, 15.0268440,
239,"14W30708-1", 1.2278183, 10.2749920, 31.1267433, 20.8065491,
240,"14W31261-1", 1.2295600, 6.9433904, 23.1023102, 16.0762291,
241,"14W31727-1", 1.2328711,-2.8566761, 22.6922379, 25.4884987,
242,"14W30715-1", 1.2302539, 10.7740116, 19.0646477, 8.2644730,
243,"14W31544", 1.1972253, 31.8040886, 52.1164589, 20.4037361,
244,"14W30718-1", 1.1934073, 16.7980309, 37.0010452, 20.1974792,
245,"14W31469-1", 1.2272948, 20.4971256, 33.6652222, 13.1690674,
246,"14W31717", 1.1977539, 25.7688141, 47.8339500, 22.2156563,
247,"14W31865", 1.2232450, 28.2342510, 35.1249123, 7.0369072,
248,"14W31627", 1.2154518, 29.7366161, 46.3906898, 16.7329979,
249,"14W30331-1", 1.2288368, 21.0397453, 31.9934654, 10.9057045,
250,"14W30917-1", 1.2264242, 9.7269621, 18.0210571, 8.2349854,
251,"14W31554-1", 1.2317016, 16.9990158, 27.0960159, 10.0523529,
252,"14W32475-1", 1.2305845, 16.1724091, 31.3248024, 15.1194077,
253,"14W32259-1", 1.2251470, 6.7031202, 31.2669296, 24.5212784,
254,"14W30861-1", 1.2199286, 9.0695934, 23.5998955, 14.4834023,
255,"14W31554-2", 1.2321156, 15.4074316, 28.0911484, 12.6718559,
256,"14W31666-1", 1.2007281, 5.6202307, 30.7402649, 25.1252594,
257,"14W30509-1", 1.2288544, 14.1202002, 30.8840790, 16.7463036,
258,"14W31661-1", 1.2207645, 19.5268822, 27.9037361, 8.3103905,
259,"14W30911-1", 1.2331887, 17.2757912, 36.1244812, 18.8477631,
260,"14W32278-1", 1.2326294, 17.9646225, 35.3036613, 17.3112450,
261,"14W31521", 1.2140858, 20.2433472, 42.7544975, 22.4678764,
262,"14W31249", 1.2161063, 25.1725998, 23.0638313,-1.9930534,
263,"14W32308", 1.2221712, 18.7070961, 41.3365517, 22.6083107,
264,"14W31708-1", 1.2224150, 18.5100155, 39.1729851, 20.7094688,
265,"14W30675-1", 1.2295872, 20.5198212, 32.1840744, 11.6614761,
266,"14W30877-1", 1.2234952, 19.7181053, 34.5106316, 14.7326164,
267,"14W30513-1", 1.2241830, 21.7886429, 33.8133049, 11.9480286,
268,"14W30656-1", 1.2314944, 14.5443134, 34.8788872, 20.3015594,
269,"14W31914-1", 1.2192019, 17.3555241, 30.1328545, 12.7547455,
270,"14W32431-1", 1.2291306, 13.2173643, 29.7968025, 16.5343513,
271,"14W30710-1", 1.2377571, 19.3136082, 34.8001633, 15.4928741,
272,"14W30659-1", 1.2294930, 11.9572544, 31.3199959, 19.3492050,
273,"14W32467-1", 1.2312508, 5.3614283, 8.3958969, 2.9686852,
274,"14W31675-1", 1.2054662, 5.9903927, 20.7560158, 14.8317947,
275,"14W31307-1", 1.2022736, 16.2985687, 25.6571579, 9.4258003,
276,"<none>", 1.2066228, 20.3180351, 17.4261513,-2.8510361,
277,"14W32277-1", 1.2066653, 20.6363697, 17.7813873,-2.8108597,
278,"14W31432-2", 1.1950148, 13.9938793, 26.8400726, 12.8664093,
279,"14W31357-1", 1.2255777, 15.1502962, 34.1310463, 19.0197525,
280,"14W32474-1", 1.2343720, 8.1738119, 15.8404160, 7.6528320,
281,"14W32079-1", 1.2307703, 7.9161434, 14.4748993, 6.5584946,
282,"14W30914-1", 1.2338020, 0.3103609, 7.3054504, 6.9934921,
283,"14W31721-1", 1.2028072, 12.1917276, 19.0661430, 6.9008789,
284,"14W32242-2", 1.2061478, 8.4811764, 16.2254524, 7.7957115,
285,"14W32311-1", 1.2160764, 8.6813936, 17.2574043, 8.5979004,
286,"14W31513-1", 1.2372525, 6.7317038, 14.0106812, 7.2659073,
287,"14W30673-1", 1.2295419, 11.8847752, 21.8104172, 9.8808060,
288,"14W31258-1", 1.2210877, 5.2535200, 29.6106300, 24.3432465,
289,"14W32059-2", 1.1980948, 18.3220272, 22.8023643, 4.4820709,
290,"14W30250-2", 1.2185025, 13.7466040, 16.1994133, 2.4811783,
291,"14W32269-1", 1.2053342, 13.7690763, 19.2504425, 5.5280418,
292,"14W31868-1", 1.2332120, 12.8684368, 17.8217049, 4.9720840,
293,"14W30255-3", 1.2038453, 5.6907139, 6.3979263, 0.7147789,
294,"14W30249-3", 1.2026954, 9.5995007, 8.9085350,-0.6692734,
295,"14W31908-1", 1.2091264, 21.7905121, 21.9728966, 0.2516365,
296,"14W31641-1", 1.2383957, 0.3388577, 3.8321514, 3.4602432,
297,"14W32424-1", 1.2326165, 13.9862928, 15.2851143, 1.2401199,
298,"14W30257-1", 1.2066045, 5.0712032, 9.0062218, 3.9487953,
299,"14W30257-4", 1.2074132, 6.5470943, 10.4034004, 3.8712959,
300,"14W32356-1", 1.2030585, 16.5293388, 32.4211082, 15.9365654,
301,"14W30256-2", 1.2033136, 6.7545109, 7.1084538, 0.3666382,
302,"14W31351-1", 1.2399184, 7.5505223, 13.3638840, 5.8077431,
303,"14W31703-1", 1.2306306, 18.8979778, 23.4756584, 4.5750923,
304,"14W30256-2", 1.2044601, 32.1912537, 19.6971321,-12.3536472,
305,"14W31314-1", 1.2363251, 10.6022091, 13.4325027, 2.8594208,
306,"14W31636-1", 1.2116688, 8.6654358, 14.5677643, 5.9530373,
307,"14W31913-1", 1.1992794, 16.1313381, 15.4096184,-0.7257690,
308,"14W32463-1", 1.2311021, 14.9323721, 17.3230476, 2.4012680,
309,"14W32322-1", 1.2361465, 4.9902000, 6.9764385, 1.9775620,
310,"14W30247-2", 1.2088286, 8.9152327, 8.1541862,-0.7481728,
311,"14W32270-1", 1.2036881, 27.8749466, 21.4690857,-6.3824234,
312,"14W32346-1", 1.2070088, 14.9174213, 17.4174461, 2.5094986,
313,"14W31235-1", 1.2016777, 16.4830151, 18.5523300, 2.1233330,
314,"14W31338-2", 1.2449969, 5.6817131, 12.6122131, 6.9805374,
315,"14W30247-1", 1.2029734, 3.3897114, 4.3130455, 0.9109116,
316,"14W30257-", 1.2047098, 4.1966286, 7.4097271, 3.2105980,
317,"14W30257-2", 1.2047883, 4.0173807, 7.5942936, 3.5739059,
318,"14W30249-4", 1.2046146, 5.9231339, 8.9366360, 3.0200348,
319,"14W30250-2", 1.2063529, 7.2014794, 6.3093910,-0.9211006,
320,"14W31716-1", 1.2275308, 10.2779598, 18.7574425, 8.5629158,
321,"14W31663-1", 1.1964263, 21.1564026, 17.3380013,-3.8078651,
322,"14W31920-1", 1.2337909, 1.2689085, 6.5340843, 5.2540474,
323,"14W32228-1", 1.2095895, 20.8739452, 30.8284607, 10.0058861,
324,"14W32228-1", 1.2095641, 21.2717838, 30.7229347, 9.4927025,
325,"14W32242-1", 1.2056988, 11.9453926, 13.5947151, 1.6452026,
326,"14W31671-1", 1.2186581, 13.6898298, 32.6240234, 18.9186249,
327,"14W30852-1", 1.2261729, 15.3071804, 15.2702103,-0.1565666,
328,"14W30250-2", 1.2081386, 6.7090511, 7.9022465, 1.1816559,
329,"14W31538-1", 1.2387282, 9.2544470, 13.9620590, 4.6991539,
330,"14W30256-1", 1.2080439, 7.0665193, 8.6736050, 1.6286354,
331,"14W31357-2", 1.2215655, 14.6811619, 30.1909142, 15.6055679,
332,"14W30845-1", 1.2321264, 9.4528255, 11.0163116, 1.4928284,
333,"14W31467-1", 1.2079706, 12.3601284, 12.6033363, 0.2622261,
334,"14W32043-1", 1.2323031, 15.2527504, 22.1594734, 6.9135818,
335,"14W30249-2", 1.2032177, 4.1615677, 8.0655613, 3.9029121,
336,"14W31540-1", 1.2085986, 25.3443947, 22.8816223,-2.4210472,
337,"14W32279-1", 1.1991075, 16.1642570, 19.1144028, 3.0139732,
338,"14W31472-1", 1.2064688, 21.5667820, 20.8072319,-0.7085495,
339,"14W31338-1", 1.2465650, 6.3181152, 10.1986809, 3.9057274,
340,"14W31324-1", 1.2337762, 5.7264957, 24.7093391, 18.9525719,
341,"14W32076-1", 1.2327950, 11.2886391, 15.9275513, 4.6181488,
342,"14W32301-1", 1.2063354, 6.6859856, 18.9213982, 12.2905960,
343,"14W32060-1", 1.2080290, 14.9137993, 22.1884537, 7.3326492,
344,"14W30255-1", 1.2032506, 6.0328436, 7.4954758, 1.4878082,
345,"14W30248-2", 1.2085794, 8.0695610, 11.8977737, 3.8543549,
346,"14W31313-1", 1.2129194, 18.2001324, 18.5975685, 0.4613533,
347,"14W30257-3", 1.2034135, 4.6506977, 6.5000572, 1.8561325,
348,"14W30248-1", 1.2096063, 12.1942425, 16.2039032, 4.0459366,
349,"14W30247-3", 1.2019937, 3.8277884, 4.4755840, 0.6557045,
350,"14W31953-1", 1.2343441,-2.4704418, 6.8845520, 9.3218803,
