
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDPLWSPWFSUPLS_PREDA-G.ANL  Predicted Value File
File Date:      Mon Mar 22 15:19:37 2021
Last Update:    Mon Mar 22 15:19:37 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        6445            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        6445 of 6445

"Position","Sample Number","AveFructose","AveGlucose","AveSucrose","AveTotalSugar",
596,"sc.jz.10522.", 6.6485176, 7.1302433, 18.3604355, 32.3207970,
597,"sc.jz.10523.", 6.4113865, 6.8136578, 16.9761562, 30.6756058,
598,"sc.jz.10524.", 7.5088472, 8.3451099, 21.7182083, 37.4578247,
599,"sc.jz.10526.", 7.6654577, 8.3887863, 21.7676105, 38.2566833,
600,"sc.jz.10527.", 6.2773323, 6.6772480, 16.6398430, 30.1251125,
601,"sc.jz.10601.", 7.5481997, 8.2445583, 21.3135185, 37.5292130,
602,"sc.jz.10603.", 7.1294279, 7.7834702, 19.3203373, 34.7695236,
603,"sc.jz.10604.", 7.3431129, 8.2465811, 20.8709335, 36.2734108,
604,"sc.jz.10605.", 7.3789520, 8.1932173, 20.4983864, 36.5450516,
605,"sc.jz.10606.", 7.3487968, 8.0870066, 20.4679947, 36.4121590,
606,"sc.jz.10609.", 7.6459851, 8.5549269, 22.2373886, 38.1858368,
607,"sc.jz.10610.", 7.9894514, 8.7681522, 23.2743225, 40.4208527,
608,"sc.jz.10611.", 6.9575968, 7.6521311, 18.9566040, 33.7771454,
609,"sc.jz.10612.", 7.6450291, 8.4205399, 21.3826370, 37.7822571,
610,"sc.jz.10613.", 7.2608109, 7.9135365, 20.3936234, 35.9754066,
611,"sc.jz.10614.", 7.7634306, 8.5664148, 21.9680862, 38.6634712,
612,"sc.jz.10616.", 6.7054105, 7.3535099, 17.7291145, 32.2605057,
613,"sc.jz.10617.", 7.3200483, 8.0374117, 20.7090225, 36.3626442,
614,"sc.jz.10619.", 7.2174301, 7.8665261, 19.7067146, 35.2385254,
615,"sc.jz.10621.", 6.8863664, 7.3468456, 19.0306740, 33.5423622,
616,"sc.jz.10622.", 7.4658828, 8.1368723, 20.7743759, 37.1090279,
617,"sc.jz.10623.", 7.4483910, 8.2993040, 20.6792259, 36.8381653,
618,"sc.jz.10624.", 5.9618073, 6.4382639, 15.4191513, 28.1815090,
619,"sc.jz.10625.", 6.9653692, 7.6039658, 19.0257950, 33.9371185,
620,"sc.jz.10626.", 7.2168055, 7.8558030, 19.9278927, 35.4190903,
621,"sc.jz.10627.", 6.8976083, 7.5460272, 18.8392715, 33.6474571,
622,"sc.jz.10629.", 7.5096560, 8.1804647, 21.2222176, 37.3505478,
623,"sc.jz.10630.", 7.2366400, 7.9504452, 20.1067581, 35.5938950,
624,"sc.jz.10630.", 7.2689371, 7.9303203, 19.9286385, 35.6694603,
625,"sc.jz.10701.", 7.4895678, 8.1595402, 20.8445358, 36.9638062,
626,"sc.jz.10702.", 7.7161336, 8.5459728, 22.2389793, 38.5608749,
627,"sc.jz.10703.", 7.3875809, 8.0735302, 20.6155434, 36.5690575,
628,"sc.jz.10704.", 6.7049303, 7.4207053, 17.7157860, 32.0917358,
629,"sc.jz.10705.", 7.2682056, 7.9219341, 20.4323463, 36.0131416,
630,"sc.jz.10706.", 6.7900100, 7.3499389, 18.4021339, 33.0019760,
631,"sc.jz.10707.", 7.2349491, 8.0633678, 19.8417816, 35.5037880,
632,"sc.jz.10708.", 7.5724258, 8.2312918, 21.5458565, 37.9452591,
633,"sc.jz.10713.", 6.7914472, 7.3547106, 18.8623943, 33.2311478,
634,"sc.jz.10714.", 7.4792862, 8.0184660, 21.0756302, 37.3353119,
635,"sc.jz.10719.", 7.0085049, 7.8054967, 19.2378922, 33.8383102,
636,"sc.jz.10721.", 7.3901134, 8.0988817, 20.5864677, 36.5085831,
637,"sc.jz.10722.", 7.3136816, 8.0013313, 20.5463753, 36.2000885,
638,"sc.jz.10723.", 6.4779243, 7.0515995, 17.1406631, 31.1479378,
639,"sc.jz.10724.", 7.7580152, 8.3531580, 21.8827915, 38.5254211,
640,"sc.jz.10726.", 6.4452286, 6.8090744, 17.1344490, 30.8669605,
641,"sc.jz.10728.", 7.1195974, 7.6150231, 19.7703667, 35.0656853,
642,"sc.jz.10729.", 7.2606606, 7.9760718, 20.3059921, 35.7935982,
643,"sc.jz.10730.", 6.9242721, 7.5122828, 18.7899017, 33.6764526,
644,"sc.jz.10802.", 6.7645245, 7.1901855, 18.0149536, 32.6804466,
645,"sc.jz.10805.", 7.4656315, 8.1729660, 20.6932831, 36.9019699,
646,"sc.jz.10806.", 7.5572276, 8.3147316, 21.0347137, 37.4516945,
647,"sc.jz.10807.", 6.9572725, 7.5380974, 18.9434052, 33.9021721,
648,"sc.jz.10808.", 7.6291122, 8.2764874, 21.7430210, 37.6608315,
649,"sc.jz.10809.", 6.9659114, 7.5942745, 19.0666695, 34.0370636,
650,"sc.jz.10811.", 7.4560184, 8.1058407, 21.1181374, 36.9425125,
651,"sc.jz.10812.", 6.5718102, 7.1394720, 17.8419113, 31.8338699,
652,"sc.jz.10813.", 6.6912222, 7.0961852, 17.9606724, 32.3936996,
653,"sc.jz.10814.", 6.8377190, 7.4908581, 18.3049698, 33.0434799,
654,"sc.jz.10815.", 7.4588094, 8.2506275, 20.8610516, 36.9130325,
655,"sc.jz.10816.", 7.3219333, 7.9405780, 20.5256767, 36.5502357,
656,"sc.jz.10818.", 7.3799782, 8.1227808, 20.2058640, 36.1508789,
657,"sc.jz.10818.", 7.2627144, 7.8208604, 20.0382652, 35.7257423,
658,"sc.jz.10819.", 7.7034979, 8.2992058, 21.6789875, 38.4309616,
659,"sc.jz.10822.", 7.0960402, 7.8233023, 19.5220413, 34.8215332,
660,"sc.jz.10824.", 6.5628181, 6.9672732, 17.5337029, 31.6502514,
661,"sc.jz.10825.", 6.9412861, 7.6246161, 19.3944664, 33.8449135,
662,"sc.jz.10826.", 5.8996353, 6.1940498, 15.2062635, 27.7822990,
663,"sc.jz.10827.", 7.4115186, 7.9964361, 21.0404778, 36.9176941,
664,"sc.jz.10828.", 7.4298153, 8.0797281, 20.8554993, 36.9492416,
665,"sc.jz.10831.", 7.1321840, 7.8815036, 19.5820618, 35.0079193,
666,"sc.jz.10901.", 6.3409085, 6.8508921, 16.9129372, 30.3764896,
667,"sc.jz.10902.", 7.0275221, 7.6947279, 19.4136982, 34.4825935,
668,"sc.jz.10903.", 7.1507416, 7.8910985, 19.4449005, 34.9628525,
669,"sc.jz.10905.", 7.5310669, 8.1803303, 21.1715012, 37.1971855,
670,"sc.jz.10906.", 7.2431197, 7.9491930, 19.8722668, 35.4414177,
671,"sc.jz.10907.", 7.2878718, 8.1985025, 20.6136417, 35.9094772,
672,"sc.jz.10909.", 6.5123949, 6.9417372, 17.6199455, 31.5222359,
673,"sc.jz.10910.", 7.5590248, 8.2014103, 21.0064201, 37.4377441,
674,"sc.jz.10911.", 6.2415876, 6.7230597, 16.6929283, 29.4592381,
675,"sc.jz.10914.", 7.6733441, 8.3810959, 21.5686550, 38.0802498,
676,"sc.jz.10915.", 7.3155398, 7.9491410, 20.6888599, 36.2393112,
677,"sc.jz.10918.", 7.1989632, 7.8610015, 20.0817413, 35.4483566,
678,"sc.jz.10919.", 7.5229354, 8.2279835, 21.2309189, 37.3764648,
679,"sc.jz.10920.", 6.8454709, 7.3339448, 18.9127922, 33.2213173,
680,"sc.jz.10920.", 6.4353962, 6.8131447, 17.2074165, 31.0258141,
681,"sc.jz.10921.", 7.0464039, 7.8012328, 19.5495338, 34.6208801,
682,"sc.jz.10922.", 6.2694635, 6.6413536, 17.3308887, 30.0576744,
683,"sc.jz.10923.", 7.3834801, 8.1709442, 20.4198570, 36.2349396,
684,"sc.jz.10924.", 6.9268894, 7.6451268, 18.5022926, 33.5026054,
685,"sc.jz.10924.", 6.7983084, 7.3584085, 18.5581703, 33.3093414,
686,"sc.jz.10925.", 6.6016183, 7.1669626, 17.6890297, 31.7157364,
687,"sc.jz.10927.", 7.7707820, 8.5740108, 21.8947849, 38.7611618,
688,"sc.jz.10928.", 6.9563961, 7.6052103, 18.7860756, 33.9434090,
689,"sc.jz.10929.", 6.7197094, 7.4368715, 17.7072716, 32.1711884,
690,"sc.jz.10930.", 7.0229888, 7.6006379, 18.8585091, 33.9048920,
691,"sc.jz.11002.", 7.3475194, 8.0877848, 21.0647697, 36.2998962,
692,"sc.jz.11003.", 7.4477110, 8.4372015, 20.8743820, 36.5138016,
693,"sc.jz.11004.", 7.2021713, 8.0044441, 20.5051079, 35.5589523,
694,"sc.jz.11005.", 6.9152551, 7.7819004, 19.0734425, 33.5971413,
695,"sc.jz.11006.", 7.4826412, 8.0548916, 20.7149467, 36.8349533,
696,"sc.jz.11008.", 7.0291610, 7.6074343, 19.4384918, 34.4378166,
697,"sc.jz.11009.", 6.9898300, 7.8157387, 19.2790470, 33.8786392,
698,"sc.jz.11010.", 7.1920080, 7.9190907, 19.4577560, 35.2016907,
699,"sc.jz.11013.", 6.4627743, 7.0415630, 17.0308685, 30.8632736,
700,"sc.jz.11014.", 6.2639084, 7.1307654, 16.1683540, 29.3361588,
701,"sc.jz.11016.", 5.8426976, 6.4956064, 14.5798216, 26.5365658,
702,"sc.jz.11017.", 7.1807013, 7.9654799, 20.3576984, 35.3973312,
703,"sc.jz.11018.", 7.2272143, 7.9475203, 19.6623383, 35.2965469,
704,"sc.jz.11024.", 7.1127524, 8.0015345, 19.7467003, 34.7481384,
705,"sc.jz.11026.", 6.7438993, 7.3621845, 18.0934830, 32.6906929,
706,"sc.jz.11027.", 6.2400618, 6.7327495, 16.5786552, 29.8422928,
707,"sc.jz.11030.", 6.5854664, 7.2148895, 17.2816944, 31.3301105,
708,"sc.jz.11031.", 7.3583236, 7.9988608, 20.7682343, 36.4862823,
709,"sc.jz.11032.", 7.0249491, 7.7800941, 19.3442879, 34.3668671,
710,"sc.jz.11033.", 7.6780906, 8.6303282, 21.6394978, 37.8629913,
711,"sc.jz.11035.", 6.8245811, 7.2678370, 18.1606712, 32.8963699,
