
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP_ALLSAMPLES_INCLVAL_WSMDP2021GLSTPLS.ANL  Predicted Value File
File Date:      Wed Mar 03 10:53:52 2021
Last Update:    Wed Mar 03 10:53:52 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4558            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4558 of 4558

"Position","Sample Number","Grouping by Num","Starch","Total_Poly","WSP",
60,"14W31060-1", 1.0093935, 13.4781780, 27.9145699, 14.6006012,
61,"14W31060-1", 1.0215638, 13.5408516, 28.0774155, 15.0618973,
62,"14W32050-1", 1.2429380, 9.2416773, 31.2593803, 23.5419464,
63,"14W32114-1", 1.0563844, 17.3630619, 38.8379250, 19.7407913,
64,"14W32142-1", 1.1215044, 14.6398830, 31.6283150, 20.0473709,
65,"13W30928-1", 1.0630794, 16.3219032, 32.7908325, 14.5809631,
66,"14W31104-1", 1.0769737, 18.6009464, 34.1532326, 14.8218842,
67,"14W31856-1", 1.0859098, 7.4202137, 19.8034477, 12.2067261,
68,"14W31076-1", 1.0256963, 11.5723267, 27.7461433, 14.9130096,
69,"14W31133-1", 1.0901681, 29.7081947, 48.8234138, 14.4886780,
70,"14W31277-1", 1.0061015, 11.5161676, 22.0551491, 7.0279655,
71,"14W31729-1", 1.1772230, 39.8107300, 41.6302147, 1.9462585,
72,"14W32127-", 1.1233401, 16.7777786, 31.4152260, 15.0234299,
73,"14W32127-1", 1.1237214, 17.1873779, 31.8587456, 15.0150757,
74,"14W31506-1", 1.0598159, 10.5208883, 22.2098045, 13.5878677,
75,"14W31738-1", 1.2688435, 11.5410051, 28.5938034, 20.6567841,
76,"14W31752-1", 1.0447913, 25.2010117, 36.9670715, 9.3617325,
77,"14W30847-1", 1.2019551, 30.5951614, 32.9386787, 0.8681946,
78,"14W31113-1", 1.0284367, 13.6406689, 30.1111526, 15.2974548,
79,"14W32037-1", 1.2393906, 11.3394127, 28.5709267, 19.8900757,
80,"14W31548-1", 1.0477458, 11.4903879, 31.3533554, 18.9127731,
81,"14W30527-1", 1.1394708, 19.4439926, 41.8142319, 19.1833572,
82,"14W30926-1", 1.1783921, 12.0899954, 30.0398407, 18.9637985,
83,"14W32155-1", 1.0759231, 18.5252609, 36.1537399, 15.0720520,
84,"14W31754-1", 1.0341080, 14.7771721, 30.9001694, 14.4458160,
85,"14W32146-1", 1.0543977, 10.0312138, 13.3274050, 7.6504021,
86,"13W30310-1", 1.1247796, 19.2398758, 37.6047668, 18.0400391,
87,"14W31461-1", 1.0878512, 15.7713575, 35.0153580, 17.7335205,
88,"14W30741-1", 1.0990332, 11.9420280, 33.5823784, 19.7697372,
89,"14W32440-1", 1.1391053, 17.3801060, 27.3737946, 11.1065140,
90,"14W31551-1", 1.2595463, 17.2895241, 27.8293648, 13.7140388,
91,"14W31530-1", 1.0091081, 24.0827408, 34.0986519, 7.5118523,
92,"14W31053-1", 1.2361671, 16.8711834, 30.7416763, 15.3905563,
93,"14W31325-1", 1.1177881, 14.3897419, 34.0716667, 17.8513794,
94,"14W30709-1", 1.0678278, 18.9117661, 38.8777237, 18.4400101,
95,"14W32048", 1.1621425, 11.2218313, 28.0181351, 17.6175613,
96,"14W32048-1", 1.1625849, 11.4280739, 28.5146942, 17.8233032,
97,"14W32429-1", 1.0933986, 10.2593956, 11.7695131, 4.3810387,
98,"14W31643-1", 1.1078892, 16.9832420, 32.8603287, 14.6228104,
99,"14W31105-1", 1.1769643, 10.8003130, 24.7516937, 14.6848068,
100,"14W31101-1", 1.0411967, 12.2705088, 32.5029449, 18.9847641,
101,"14W30916-2", 1.0846682, 17.6841908, 32.4642487, 13.0803032,
102,"14W32452-1", 1.1391996, 0.8776970, 26.9759026, 25.4881439,
103,"14W30658-1", 1.1943324, 9.5938835, 29.0992203, 20.3795547,
104,"14W30850-1", 1.2082014, 13.2948608, 27.5796242, 13.3754654,
105,"14W32104-1", 1.0752069, 12.7246103, 34.3972855, 20.3477783,
106,"14W32026-1", 1.0539981, 13.2030096, 12.6226015, 2.8976555,
107,"14W31518-1", 1.1849816, 15.2451191, 26.4546280, 12.4694595,
108,"14W30506-1", 1.2769963, 11.5608549, 32.9319649, 23.5498428,
109,"14W31905-1", 1.1746118, 5.5023861, 25.7088699, 21.5111465,
110,"14W31473-1", 1.0887697, 8.0809879, 15.9007807, 11.9690475,
111,"14W31549-1", 1.1377088,-3.4184818, 15.5090456, 23.1678467,
112,"14W31321-1", 1.0262805, 12.7424946, 11.7698259, 2.5578461,
113,"14W31133-2", 1.0070459, 27.7273903, 48.0621567, 15.6065598,
114,"14W31074-1", 1.1087968, 19.2962303, 30.1535034, 8.9516220,
115,"14W30913-1", 1.1698133, 20.0009670, 29.5154076, 11.6733017,
116,"14W31134-1", 1.0697683, 18.1797142, 33.0576820, 15.3309708,
117,"14W31652-1", 1.1745443, 21.0358067, 37.1168900, 16.2748108,
118,"14W31861-1", 1.1753374, 12.0765114, 18.1372490, 8.1313362,
119,"14W32340-1", 1.2771606, 9.9426699, 27.8170624, 20.4265137,
120,"14W30939-1", 1.2756991, 10.1861744, 28.3258896, 20.6170197,
121,"14W32101-1", 1.0062239, 11.5154381, 28.1500053, 14.7399521,
122,"14W32139-1", 1.1432443, 2.2742596, 28.3589096, 24.4877167,
123,"14W30327-1", 1.2325733, 12.2836618, 24.9664993, 16.9806137,
124,"14W30325-1", 1.2134225, 11.4402552, 27.8426590, 18.7609024,
125,"14W30528-1", 1.2139959, 1.2995415, 21.8006096, 24.8804169,
126,"14W31063-1", 1.0627345, 0.7587090, 31.4830322, 29.0264511,
127,"14W32351-1", 1.0640395, 7.1202679, 30.1117516, 22.3112717,
128,"14W30744-2", 1.0574763, 22.1146202, 30.1062622, 8.6200218,
129,"14W31720-1", 1.0007607, 10.1594553, 35.4167252, 22.2575378,
130,"14W31921-1", 1.1560380, 16.1375084, 27.0595703, 12.0655212,
131,"14W31903-1", 1.0612195, 10.9088497, 20.3481331, 10.6899490,
132,"14W31106-1", 1.0562667, 18.2695827, 32.3512497, 14.7722168,
133,"14W32025-1", 1.0475291, 9.7499599, 37.3621216, 26.4216690,
134,"14W31520-1", 1.0177479, 15.6556549, 40.0765572, 21.6576233,
135,"14W31751-1", 1.2225075, 16.6975098, 35.4268227, 20.3219299,
136,"14W32429-1", 1.0867962, 13.9688663, 14.8590670, 3.8347015,
137,"14W32468-1", 1.0711974, 14.1758862, 27.8634071, 13.5761147,
138,"14W31129-1", 1.0464882, 18.8561077, 34.4466171, 16.7631073,
139,"14W30533-1", 1.0970089, 14.3570881, 27.6540375, 12.7762299,
140,"14W32245-1", 0.9740322, 33.6224365, 43.3532829, 8.4135056,
141,"14W31714-1", 1.0207626, 9.5876713, 34.3903656, 22.6023941,
142,"14W32357-1", 1.1210383, 9.6623774, 31.7249794, 21.0792847,
143,"14W31070-1", 1.0829142, 20.5916138, 36.2572021, 14.1873741,
144,"14W30676-2", 1.1081836, 10.1194172, 27.4216232, 16.8067627,
145,"14W31634-1", 1.0599810, 16.2812805, 38.9217339, 20.6235504,
146,"14W31462-1", 1.0991466, 12.4111872, 32.7831383, 21.4642868,
147,"14W30459-1", 1.1747358, 15.8579273, 27.4471931, 12.9565201,
148,"14W31725-1", 1.0591416, 13.8837109, 29.9557037, 14.9795303,
149,"14W31873-1", 1.0031360, 12.5785542, 33.2770424, 20.4628906,
150,"14W31109-1", 1.0618005, 15.1275845, 34.4059677, 19.5339355,
151,"14W31304-1", 1.0436301, 20.1239033, 37.3367729, 16.5559998,
152,"14W31709-1", 0.9903983, 16.3121891, 28.2733955, 15.2398605,
153,"14W31240-1", 1.1693740, 22.1099968, 32.0549469, 10.1774521,
154,"14W30844-1", 1.0167869, 12.5018282, 29.8996429, 14.6507416,
155,"14W30740-1", 1.1226317, 9.2175560, 26.8780785, 19.3697891,
156,"14W31050-1", 1.1777323, 10.9276581, 30.7356033, 20.8741226,
157,"14W31867-1", 1.0122442, 20.2314014, 38.3375206, 17.0470810,
158,"14W31116-1", 1.1587915, 1.4110527, 25.5211906, 24.2415771,
159,"14W31645-1", 1.0473139, 16.2884254, 37.5606651, 18.6631317,
160,"14W30706-1", 1.2253878, 7.4586592, 29.0120506, 23.2911072,
161,"14W31246-1", 1.0248806, 22.1965866, 37.6399384, 13.3700218,
162,"14W31848-1", 1.1188066, 11.9264498, 27.4509506, 16.8668747,
163,"14W30474-1", 1.1970363, 18.3167229, 27.6998596, 12.8692627,
164,"14W32263-1", 1.1423041, 3.7469196, 28.3754997, 24.3542938,
165,"14W31922-1", 1.0719314, 18.5089760, 36.9421158, 15.6939621,
166,"14W31318-1", 1.0320675, 21.5974216, 37.3344841, 14.9556274,
167,"14W32426-1", 1.0446829, 17.7816010, 37.1606903, 17.1540833,
168,"14W31330-1", 0.9895962, 15.2520151, 29.5917892, 12.2525635,
169,"14W30835-1", 1.0569559, 22.2483330, 33.7741661, 11.4793091,
170,"14W32315-1", 1.0658289, 12.2891169, 34.3333168, 21.9384918,
171,"14W31874-1", 1.0356412, 17.3071365, 34.7882080, 16.8577271,
172,"14W32465-1", 1.1457882, 21.4585743, 34.9726639, 13.5178223,
173,"14W31108-1", 0.9748279, 16.0313034, 26.1850853, 10.4938545,
174,"14W31511-1", 1.0742034, 18.9767151, 33.8560181, 14.1617889,
175,"14W31950-1", 1.1615666, 16.8328209, 31.5623436, 15.5227737,
176,"14W30840-2", 1.0500617, 38.8150406, 45.0427132, 1.1269722,
177,"14W30516-1", 1.1011651, 11.7778492, 29.1026192, 15.7915878,
178,"14W31118-1", 1.1087584, 4.9727745, 5.2687311, 6.2805901,
179,"14W32230-1", 1.0612627, 10.6516457, 23.8686295, 18.3263397,
180,"14W31624-1", 1.0884941, 17.3598671, 32.6013908, 18.2446823,
181,"14W31328-1", 1.1526229, 17.8812561, 32.6804962, 14.7770233,
182,"14W31459-1", 1.0431168, 15.1153564, 28.1506691, 13.4726639,
183,"14W30463-1", 1.2320844, 12.3456345, 27.4761696, 16.1908264,
184,"14W31459-1", 1.0428485, 15.2700882, 28.3144722, 13.5066643,
185,"14W31848-2", 1.0513622, 10.4471979, 23.4346657, 14.1618690,
186,"14W31036-1", 1.0972153, 14.0994625, 26.1283379, 13.5071220,
187,"14W31743-1", 1.1347903, 4.3095055, 33.5378838, 27.7323380,
188,"14W30678-1", 1.1498208, 21.0167656, 30.7753868, 9.2663612,
189,"14W30447-1", 1.0952909, 9.3711596, 22.3771362, 15.0436401,
190,"14W31334-1", 1.0060970, 11.4984627, 35.9584579, 23.3699036,
191,"14W30511-1", 1.2568654, 21.8700104, 31.9556160, 11.8445435,
192,"14W31072-1", 1.1274427, 14.6939335, 23.3875084, 10.5229950,
193,"14W30879-1", 1.1606530, 9.0748434, 25.5500755, 18.7748795,
194,"14W30508-1", 1.2088239, 15.7005129, 29.2021179, 15.9254990,
195,"14W32437-1", 1.1988068, 10.3533659, 25.2176323, 15.7032547,
196,"14W32232-1", 1.1585256, 10.0096674, 27.6678848, 17.6094131,
197,"14W30730-2", 0.9818749, 14.9997778, 31.7229652, 13.9869232,
198,"14W30841-2", 1.0573664, 20.9081821, 24.9497223, 3.2084045,
199,"14W32262-1", 1.0997052, 4.7790394, 28.9754448, 25.4920731,
200,"14W31904-1", 1.0830444, 10.4228106, 15.8256998, 10.1180000,
201,"14W30944-1", 1.0928938, 20.1976643, 32.7801399, 12.7224083,
202,"14W31869-1", 1.0571491, 14.1582184, 29.7623367, 15.6736298,
203,"14W31835-1", 1.2075428, 13.4197464, 26.6336174, 16.7007751,
204,"14W30919-1", 0.9906293, 12.3788719, 28.1867714, 16.2800140,
205,"14W30707-1", 1.2159320, 21.2539139, 33.5276833, 14.8346863,
206,"14W32428-1", 1.0828315, 9.1992397, 3.1806879,-0.4383507,
207,"14W30523-1", 1.1218699, 28.7764950, 33.7964706, 2.5890961,
208,"14W31303-1", 1.2880846, 16.3296909, 29.6803246, 15.6884766,
209,"14W30727-1", 1.1919681, 17.3942833, 32.2491074, 13.9957008,
210,"14W31263-1", 0.9827107, 11.7843857, 26.4514961, 17.6557388,
211,"14W31425-1", 1.1233071, 15.7942047, 38.2391052, 22.5516052,
212,"14W30672-1", 1.1973929, 22.1025333, 30.0164680, 10.1570892,
213,"14W30922-1", 1.0033963, 10.1485853, 32.9101372, 21.4864960,
214,"14W30729-1", 1.0505623, 18.5476494, 36.7511635, 14.4238892,
215,"14W31515-1", 1.1003305, 14.0025644, 31.6816063, 17.2226257,
216,"13W30702-1", 1.2568915, 18.7034264, 31.7168159, 15.3247223,
217,"14W31902-1", 1.0310149, 14.9524498, 36.0776749, 22.3001556,
218,"14W31872-1", 1.0142508,-1.0803165, 7.6293364, 8.3810921,
219,"14W30534-1", 1.0750176, 5.0707130, 21.2186890, 18.8313141,
220,"14W31266-1", 1.0505077, 14.3939381, 36.2510109, 20.4135895,
221,"14W31710-1", 1.0152036, 10.4749470, 6.1182117, 3.0676575,
222,"14W30514-1", 1.1560411, 30.2558212, 35.0089264, 3.0457954,
223,"14W31243-1", 1.0806550, 3.9473171, 24.2727737, 23.4060516,
224,"14W30524-1", 1.1163504, 8.6491222, 26.5170784, 18.3848801,
225,"14W31078-1", 1.0303696, 12.6670904, 28.2190018, 15.6663818,
226,"14W30649-1", 1.1245966, 1.9968967, 13.7513704, 15.8864822,
227,"14W30650-1", 1.0784197, 13.5246296, 27.6102829, 14.4049377,
228,"14W30705-1", 1.1695678, 16.8487072, 31.5647011, 17.3231049,
229,"14W32276-1", 1.1473300, 15.8125772, 30.1658325, 15.0553741,
230,"14W31702-1", 1.0771400, 14.6355724, 13.3700476, 0.6092491,
231,"14W31466-1", 0.9864738, 8.7145386, 28.2885704, 19.7530746,
232,"13W30851-1", 1.0252320, 31.7004662, 43.9323845, 9.5574722,
233,"14W31111-1", 1.0337956, 16.1522408, 33.5694580, 16.0224915,
234,"14W30532-1", 1.0693680, 16.4701328, 29.2656784, 11.8388252,
235,"14W31464-1", 1.0262468, 17.7613945, 26.6665535, 7.6784401,
236,"14W31058-1", 1.0696576, 15.7976875, 34.1690979, 18.5810394,
237,"14W30667-1", 1.0525682, 14.0110016, 31.0946312, 17.0783081,
238,"14W32353-1", 1.0125734, 13.6918716, 33.5950737, 18.5812302,
239,"14W32328-1", 1.1123768, 13.7719345, 34.3217316, 20.5229645,
240,"14W31332-1", 1.2157824, 16.1628246, 33.8776779, 20.9672394,
241,"13W30704-1", 1.2185948, 30.6151466, 37.1646423, 7.1730728,
242,"14W30668-1", 1.2466208, 11.6322393, 29.8589020, 21.4135895,
243,"14W31234-1", 1.1322302, 8.6982803, 23.2502747, 17.1307220,
244,"14W31516-1", 0.9979520, 15.0017853, 29.1502647, 11.8752365,
245,"14W30918-1", 1.0458728, 13.9790745, 31.6854477, 17.1553268,
246,"14W30719-1", 1.1031632, 15.6994152, 33.3955841, 18.6332169,
247,"14W30839-1", 1.0671911, 26.3547688, 35.7277603, 11.1115417,
248,"14W30677-1", 1.1576241, 14.0760746, 30.3091087, 16.5521164,
249,"14W30711-1", 1.0022578, 25.4221191, 35.0260162, 7.7447090,
250,"14W31308-1", 1.0031104, 18.6624050, 27.6226273, 6.9354668,
251,"14W31251-1", 1.1774402, 8.4248676, 27.7310791, 18.6822357,
252,"14W30530-1", 1.2072411, 11.8357782, 33.7196617, 23.4668808,
253,"14W32450-1", 1.2421826, 10.5342236, 24.5058212, 17.2844925,
254,"14W31503-1", 1.1712985, 33.4133835, 31.9381294,-0.8833389,
255,"14W31275-1", 1.0412407, 17.6371784, 36.2344551, 17.2606888,
256,"14W31123", 1.3297561, 15.5444355, 39.6408043, 22.3169937,
257,"14W32306", 1.3277229, 26.2093430, 41.5273895, 13.8272133,
258,"14W31305", 1.2911645, 10.5958853, 36.4884033, 25.9238892,
259,"14W32106", 1.3615805, 19.3554401, 41.4182281, 21.0427628,
260,"14W30911", 1.3493594, 18.9262772, 39.2732658, 18.1665192,
261,"14W32349", 1.3323729, 20.0520191, 40.8621941, 20.4895172,
262,"14W30743", 1.3007017, 23.0117970, 45.2423897, 20.2240829,
263,"14W32336", 1.3741379, 29.0408936, 41.9868240, 11.3846741,
264,"14W30875", 1.2481208, 15.8307352, 34.4094086, 19.6655045,
265,"14W32114", 1.3030615, 19.2478504, 40.3528252, 20.3922195,
266,"14W32227", 1.3095394, 13.4126186, 34.7845764, 20.3179321,
267,"14W31656", 1.2938763, 19.0883331, 36.4955559, 14.6643295,
268,"14W32439", 1.2889959, 12.9537067, 32.2537689, 19.3863373,
269,"14W30740", 1.3064284, 12.1141977, 36.1109848, 23.3578796,
270,"14W32112", 1.2935156, 25.8231163, 36.1471024, 9.2195435,
271,"14W31070", 1.3454146, 19.1332054, 39.8666000, 18.6535645,
272,"14W32428", 1.3216991, 16.9749756, 42.5501328, 24.4590225,
273,"14W32234", 1.3365357, 14.3469172, 39.0649796, 23.2474365,
274,"14W31275", 1.2970544, 21.4162407, 42.7747116, 19.7617874,
275,"14W32452", 1.2914019, 14.0486279, 35.1296883, 18.5019608,
276,"14W32453", 1.3363234, 16.8133621, 40.0826721, 21.1653137,
277,"14W31554", 1.3224735, 15.4641209, 42.5904312, 25.5447464,
278,"14W32136", 1.3493555, 17.3286095, 40.8754501, 22.0002975,
279,"14W32119", 1.3366632, 19.4177246, 41.2540817, 19.7319717,
280,"14W31256", 1.3243498, 18.9608307, 40.8950729, 21.2309189,
281,"14W32117", 1.3015192, 22.3963108, 44.0936775, 21.6419449,
282,"14W31450", 1.2983720, 10.8275042, 39.7944565, 27.4244995,
283,"14W31928", 1.3064480, 12.2140875, 34.6539497, 20.8014145,
284,"14W32260", 1.3165259, 23.3555355, 42.2207108, 16.8043518,
285,"14W31239", 1.3060908, 14.4837294, 37.5349007, 22.6892548,
286,"14W31073", 1.3271829, 17.5968933, 44.6132774, 27.2216263,
287,"14W32464", 1.2501991, 20.9204559, 38.1238213, 14.8282394,
288,"14W32475", 1.3210636, 16.3730621, 38.1786079, 19.1827087,
289,"14W32155", 1.3386388, 15.5918312, 41.5117188, 23.8517227,
290,"14W32044", 1.2299366, 15.1263123, 32.3717155, 17.4435501,
291,"14W32278", 1.3245603, 14.1595154, 44.0980988, 28.3312378,
292,"14W30738", 1.2637105, 12.6214428, 33.8278122, 21.7042084,
293,"14W31465", 1.3357058, 21.4703636, 40.4977493, 17.2083282,
294,"14W32341", 1.2159472, 16.2628841, 26.5946388, 6.2286987,
295,"14W32045", 1.2596045, 16.2361412, 31.6527290, 11.6348190,
296,"14W32249", 1.3393240, 15.4579086, 40.0146561, 24.8201218,
297,"14W31345", 1.3078476, 18.3723888, 40.9151535, 20.4970932,
298,"14W32259", 1.3031547, 16.4593430, 39.1125717, 20.4319916,
299,"14W30938", 1.3267912, 18.3599567, 40.6338959, 20.8617020,
300,"14W32026", 1.1548065, 28.1728745, 24.6723785,-10.9627533,
301,"14W31266", 1.2931428, 17.9915314, 40.8106766, 21.3624496,
302,"14W31648", 1.3579252, 17.6069565, 40.2820740, 21.6524124,
303,"14W32318", 1.3179253, 20.3456497, 39.1724777, 15.9408417,
304,"14W32225", 1.3295496, 15.9381714, 43.3687515, 26.9632645,
305,"14W31302", 1.3304586, 21.0787430, 42.1020966, 19.4426804,
306,"14W32118", 1.3337882, 21.2609138, 40.2107430, 16.1282959,
307,"14W30926", 1.3204228, 12.0195904, 37.9227180, 25.1122208,
308,"14W31109", 1.2982138, 12.5385036, 37.7225342, 23.8110809,
309,"14W32035", 1.3425010, 17.2098312, 40.6377831, 20.3721008,
310,"14W31652", 1.2897735, 21.2159863, 39.3327560, 16.8225098,
311,"14W32017", 1.2783045, 17.8992405, 29.6920815, 8.8514824,
312,"14W31303", 1.3022501, 12.1400423, 37.4609642, 26.1020813,
313,"14W31848", 1.3031673, 17.1966438, 38.0050545, 18.7719116,
314,"14W31861", 1.3013276, 10.5765991, 35.3984566, 23.1779480,
315,"14W31529", 1.4057143, 25.5939960, 46.7979355, 20.4347382,
316,"14W31743", 1.2986774, 18.5338173, 39.2048683, 17.9873657,
317,"14W31720", 1.3267517, 20.0531731, 41.9837151, 20.3873520,
318,"14W31039", 1.3076317, 20.8233395, 41.9335823, 19.8729706,
319,"14W31464", 1.2879813, 23.9518585, 40.0091438, 16.9313354,
320,"14W31343", 1.3039075, 12.5423717, 39.0328026, 25.4431992,
321,"14W31336", 1.3382123, 18.2796745, 42.1918221, 23.6734772,
322,"14W31072", 1.3350322, 20.9072132, 41.6119347, 20.1068192,
323,"14W32479", 1.3151662, 19.1330528, 37.0160942, 15.7188568,
324,"14W31534", 1.2750394, 17.8036156, 37.9556541, 20.4686584,
325,"14W30475-1", 1.1949551, 6.5501299, 26.6884956, 22.7846832,
326,"14W32324", 1.3144712, 12.4130478, 37.2490273, 25.0190964,
327,"14W30652-1", 1.2240913, 29.6779480, 30.2793159, 0.3034019,
328,"14W32260-1", 1.0427288, 12.2706356, 30.5216408, 16.5086899,
329,"14W31830-1", 1.0886012, 15.9342947, 29.5257721, 13.2663383,
330,"14W30471-1", 1.1055660, 8.0826893, 21.3859787, 15.9218979,
331,"14W30863-1", 1.0801805, 11.9214163, 24.5244637, 13.5805855,
332,"14W30878-1", 1.0702707, 16.0941544, 30.4253922, 13.6167221,
333,"14W31056-1", 1.1208224, 19.9171028, 36.5175362, 16.2033844,
334,"14W31916-1", 1.1321800, 19.3387890, 35.3565979, 16.5361633,
335,"14W30654-1", 1.1440597, 36.6891365, 37.7358894, 0.4267845,
336,"14W31452", 1.3113565, 21.2990932, 40.8816261, 18.1533966,
337,"14W32464-1", 1.0795466, 11.4636831, 22.2049866, 12.4197578,
338,"14W31512-1", 1.1218505, 14.3004131, 34.6468391, 22.1212997,
339,"14W30937-1", 1.1024162, 19.7318554, 27.3422356, 8.4216156,
340,"14W31519-1", 1.0708572, 10.5389090, 30.9054718, 19.5688248,
341,"14W30903-1", 1.0773790, 10.1395025, 23.4927940, 14.0403481,
342,"14W30875-1", 1.1746655, 7.2685862, 16.1101227, 14.5043106,
343,"14W31706", 1.3115127, 20.3904629, 37.2754211, 14.8175812,
344,"14W30708-1", 1.1247665, 10.7227583, 32.0777359, 21.4363327,
345,"14W31261-1", 1.0705760, 6.9899378, 23.1141319, 15.9648514,
346,"14W31727-1", 1.2244574, 0.4130020, 25.0226631, 25.7724457,
347,"14W30715-1", 1.1358060, 7.0373983, 6.3065214, 4.9008484,
348,"14W31544", 1.2542696, 21.7476807, 39.7416992, 18.6001892,
349,"14W30718-1", 1.0816878, 9.4312000, 21.5952988, 16.1251450,
