
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP_ALLSAMPLES_INCLVAL_WSMDP2021SH2SUPLS.ANL  Predicted Value File
File Date:      Wed Mar 03 10:55:34 2021
Last Update:    Wed Mar 03 10:55:34 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4558            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4558 of 4558

"Position","Sample Number","AveFructose","AveGlucose","AveSucrose","AveTotalSugar",
31,"14W32473-1", 8.5772877, 8.4742584, 20.6277752, 28.6339493,
32,"14W32149-1", 8.7724533, 8.6503544, 19.8146515, 34.1706734,
33,"14W30926-2", 9.0015392, 8.8304996, 19.2533417, 26.6627884,
34,"14W30841-1", 8.8817120, 8.7919331, 19.5420876, 26.0869102,
35,"14W30744-1", 8.5021200, 8.4523144, 20.7598495, 30.3556881,
36,"14W31130-1", 9.0397129, 8.8990555, 19.0532551, 26.6400757,
37,"14W30938-1", 8.8317366, 8.6745329, 19.8584557, 32.7469597,
38,"14W32438-1", 8.9179363, 8.7253075, 19.6053963, 31.2058849,
39,"14W30653-1", 8.6131649, 8.4387960, 20.4882736, 33.6906662,
40,"14W32238-1", 8.6945763, 8.6531048, 20.1880798, 23.8770485,
41,"14W30515-1", 8.6674423, 8.4992647, 20.2937794, 33.3634949,
42,"14W30515-1", 8.6647425, 8.4987307, 20.2948608, 33.0557365,
43,"14W32031-2", 8.6022921, 8.5217304, 20.5243664, 23.0012436,
44,"14W32433-1", 8.9348612, 8.7772694, 19.5268478, 30.7055206,
45,"14W31429-1", 8.4995499, 8.4713583, 20.8300076, 37.9044075,
46,"14W32441-1", 8.7663116, 8.6547794, 19.9216633, 24.6485100,
47,"14W31524-1", 7.5490823, 7.5357189, 23.6868248, 37.9288750,
48,"14W31653-1", 8.2145777, 8.1654921, 21.5414810, 26.5136375,
49,"14W31653-1", 8.2350607, 8.1919928, 21.4676933, 26.9312592,
50,"14W31654-1", 8.8434210, 8.7102642, 19.7714825, 37.4952316,
51,"14W31262-1", 7.4150510, 7.5504308, 24.0842266, 34.4706612,
52,"13W30927-1", 9.0234289, 8.8440800, 19.2089672, 25.9132500,
53,"14W31552-1", 9.0438747, 8.8603668, 19.1073227, 27.9169350,
54,"14W30519-1", 8.8553896, 8.7081089, 19.6326656, 30.5492325,
55,"14W32253-1", 8.7150545, 8.6455774, 20.1387062, 32.4041939,
56,"14W31517-1", 8.4896717, 8.3639317, 20.8725891, 33.6110687,
57,"14W31254-1", 8.9841127, 8.8407373, 19.2134361, 24.3177700,
58,"14W32064-1", 8.5962324, 8.5198374, 20.5657310, 34.3085098,
59,"14W32227-1", 8.5322838, 8.4236660, 20.7253323, 38.8386116,
60,"14W31060-1", 7.4726977, 7.5886550, 23.9846363, 37.9914398,
61,"14W31060-1", 7.4679294, 7.5803614, 23.9965477, 38.5878448,
62,"14W32050-1", 8.7742023, 8.6690464, 19.7811546, 28.7502098,
63,"14W32114-1", 9.1794968, 8.9912901, 18.7447910, 23.9182701,
64,"14W32142-1", 8.4887505, 8.4485092, 20.8475227, 39.3457870,
65,"13W30928-1", 8.9863014, 8.8970356, 19.2314529, 22.3077888,
66,"14W31104-1", 8.8730402, 8.7028942, 19.7540607, 32.1774101,
67,"14W31856-1", 9.2831821, 9.0157299, 18.6578407, 36.3695869,
68,"14W31076-1", 8.9917297, 8.8958654, 19.2991314, 22.9654484,
69,"14W31133-1", 8.7589970, 8.6096611, 20.0470524, 23.3052521,
70,"14W31277-1", 9.4842081, 9.2151995, 17.8924866, 19.8366432,
71,"14W31729-1", 8.2595711, 8.1810122, 21.5340195, 25.7946777,
72,"14W32127-", 8.6244144, 8.5881004, 20.2871132, 30.6877251,
73,"14W32127-1", 8.6258307, 8.5872355, 20.2806873, 30.3535900,
74,"14W31506-1", 8.5449810, 8.4690065, 20.7243347, 34.4868279,
75,"14W31738-1", 8.8451414, 8.6981144, 19.6675053, 33.6622925,
76,"14W31752-1", 8.9354868, 8.8360939, 19.4421673, 25.4700851,
77,"14W30847-1", 8.6348047, 8.5140743, 20.3293381, 30.9844093,
78,"14W31113-1", 8.6600389, 8.5751591, 20.3039608, 22.2910919,
79,"14W32037-1", 8.8532228, 8.7102470, 19.6532326, 32.6922798,
80,"14W31548-1", 8.8233452, 8.7328453, 19.8115234, 27.4082413,
81,"14W30527-1", 8.4246883, 8.3111019, 20.7344627, 6.6380615,
82,"14W30926-1", 8.9066467, 8.7838221, 19.4668980, 30.2793140,
83,"14W32155-1", 8.9612579, 8.8181419, 19.4133320, 26.8073425,
84,"14W31754-1", 7.5162649, 7.7048635, 23.5229912, 25.1629639,
85,"14W32146-1", 8.1579895, 8.1841373, 21.9340897, 40.1662025,
86,"13W30310-1", 8.9326019, 8.8015137, 19.4036503, 26.7901726,
87,"14W31461-1", 7.5400772, 7.6726913, 23.4836235, 23.4711952,
88,"14W30741-1", 8.8502789, 8.7174015, 19.7160397, 23.3069496,
89,"14W32440-1", 8.6063957, 8.5504837, 20.3582516, 32.9595871,
90,"14W31551-1", 8.5268126, 8.4148197, 20.6220779, 34.3711853,
91,"14W31530-1", 8.2172918, 8.2352953, 21.5719681, 9.5298710,
92,"14W31053-1", 8.8428516, 8.7080908, 19.5492725, 28.7315559,
93,"14W31325-1", 9.0518255, 8.8730373, 19.1175919, 25.4172440,
94,"14W30709-1", 8.7966328, 8.6770782, 19.7820568, 19.7732792,
95,"14W32048", 9.0850582, 8.9159384, 18.9976959, 31.1642876,
96,"14W32048-1", 9.0858517, 8.9150410, 18.9937420, 31.2274513,
97,"14W32429-1", 7.7761407, 7.7335725, 23.1283760, 36.0438309,
98,"14W31643-1", 8.8426476, 8.7404633, 19.6612129, 25.7196503,
99,"14W31105-1", 8.5812740, 8.4457884, 20.5722389, 33.3760147,
100,"14W31101-1", 8.3701897, 8.3097305, 21.2000790, 25.8244877,
101,"14W30916-2", 8.8844872, 8.7494326, 19.5971851, 27.0837288,
102,"14W32452-1", 8.9339132, 8.7639084, 19.4796257, 23.2601395,
103,"14W30658-1", 8.1753368, 8.1340075, 21.6929398, 30.0173168,
104,"14W30850-1", 8.8548374, 8.6978559, 19.6906319, 22.9094315,
105,"14W32104-1", 8.7048883, 8.5674105, 20.1955414, 25.8839264,
106,"14W32026-1", 9.1725845, 9.0329723, 18.7990608, 39.3641510,
107,"14W31518-1", 8.3086567, 8.2486715, 21.2351151, 25.4033508,
108,"14W30506-1", 8.3800468, 8.1774921, 21.1752586, 32.1132889,
109,"14W31905-1", 8.6140270, 8.4136744, 20.5807724, 31.7384682,
110,"14W31473-1", 8.4305468, 8.3705816, 21.1275501, 44.4337997,
111,"14W31549-1", 8.5966377, 8.5194788, 20.5952969, 40.6222610,
112,"14W31321-1", 9.1252422, 8.9923792, 18.9669571, 37.1495056,
113,"14W31133-2", 8.7181273, 8.6137838, 20.1715813, 17.5181446,
114,"14W31074-1", 8.7679291, 8.5967293, 20.0926094, 29.4618797,
115,"14W30913-1", 8.7124357, 8.5758286, 20.0607224, 33.7784271,
116,"14W31134-1", 9.0479059, 8.9399853, 19.0513229, 28.8388367,
117,"14W31652-1", 9.0865555, 8.9031057, 18.9196320, 29.3489723,
118,"14W31861-1", 8.8012466, 8.7103071, 19.8570709, 31.6678181,
119,"14W32340-1", 8.8799858, 8.6575727, 19.6556740, 33.1652374,
120,"14W30939-1", 8.8725758, 8.6498060, 19.6766090, 32.8296432,
121,"14W32101-1", 8.6523418, 8.5508718, 20.3857441, 24.7734528,
122,"14W32139-1", 8.7333679, 8.4974279, 20.2453804, 28.1344948,
123,"14W30327-1", 8.6463566, 8.4321003, 20.4885502, 42.3285217,
124,"14W30325-1", 8.7179604, 8.5380154, 20.1585178, 34.2762146,
125,"14W30528-1", 8.4315662, 8.2509108, 21.1237717, 40.3592148,
126,"14W31063-1", 8.7655725, 8.6320038, 20.0262985, 22.3977432,
127,"14W32351-1", 8.8418617, 8.7161837, 19.8109970, 27.7844448,
128,"14W30744-2", 8.4432983, 8.4474545, 20.8995934, 28.6064148,
129,"14W31720-1", 8.8374577, 8.6947432, 19.8092842, 16.6383343,
130,"14W31921-1", 8.4898214, 8.4287853, 20.6941261, 26.0634651,
131,"14W31903-1", 7.9564929, 7.8973017, 22.6680069, 40.9886284,
132,"14W31106-1", 8.9759541, 8.8285294, 19.3743057, 30.0050602,
133,"14W32025-1", 8.6672888, 8.6565762, 20.1620293, 17.6843662,
134,"14W31520-1", 9.0761709, 8.8976908, 19.1061497, 21.1625080,
135,"14W31751-1", 9.0303688, 8.8557835, 19.0993710, 32.5203400,
136,"14W32429-1", 7.8792038, 7.9199762, 22.7437210, 38.0514946,
137,"14W32468-1", 8.4811954, 8.4333172, 20.8092937, 26.5341721,
138,"14W31129-1", 9.0416126, 8.9866877, 19.0579987, 28.0157471,
139,"14W30533-1", 8.4512339, 8.3168468, 21.0658131, 34.6264839,
140,"14W32245-1", 8.3370943, 8.4339190, 21.1820965, 17.8359146,
141,"14W31714-1", 8.9953346, 8.8307276, 19.3639946, 20.9518795,
142,"14W32357-1", 8.7980814, 8.6382399, 19.8776779, 28.7112465,
143,"14W31070-1", 8.8878298, 8.7851658, 19.5359039, 23.4190407,
144,"14W30676-2", 8.4282274, 8.3401489, 21.0281754, 30.4444771,
145,"14W31634-1", 9.0946646, 8.8870649, 19.0733032, 25.8352509,
146,"14W31462-1", 8.7543583, 8.6172428, 20.1356964, 37.4248390,
147,"14W30459-1", 8.0717497, 7.9945555, 22.1842537, 36.6112633,
148,"14W31725-1", 7.5605407, 7.7011981, 23.5163918, 34.8760719,
149,"14W31873-1", 8.6932478, 8.6652603, 20.1958752, 27.9901752,
150,"14W31109-1", 8.8505402, 8.7277908, 19.7746315, 29.0870667,
151,"14W31304-1", 9.0630455, 8.9069443, 19.0760746, 27.0051098,
152,"14W31709-1", 8.4810600, 8.5546312, 20.8418770, 37.7659416,
153,"14W31240-1", 9.0127039, 8.8534956, 19.1775284, 34.9472275,
154,"14W30844-1", 8.7278061, 8.6129379, 20.1577339, 25.3198891,
155,"14W30740-1", 8.5746689, 8.4794645, 20.6397190, 37.3605118,
156,"14W31050-1", 8.9311152, 8.7842226, 19.4345436, 30.4413548,
157,"14W31867-1", 8.8998804, 8.8151827, 19.5389347, 22.4871349,
158,"14W31116-1", 8.6877365, 8.5948868, 20.1074505, 23.2815628,
159,"14W31645-1", 9.1319008, 8.9695759, 18.8785286, 23.4762669,
160,"14W30706-1", 8.0219545, 7.9048891, 22.2822933, 34.0634460,
161,"14W31246-1", 9.0438147, 8.8711681, 19.1846046, 25.5247841,
162,"14W31848-1", 8.5783234, 8.5629930, 20.4145851, 28.5417023,
163,"14W30474-1", 8.3182259, 8.2152100, 21.3379173, 37.3370323,
164,"14W32263-1", 8.4372425, 8.3549490, 20.9338760, 26.7244759,
165,"14W31922-1", 7.7017884, 7.8348184, 22.9705486, 25.1333961,
166,"14W31318-1", 8.9398308, 8.8301964, 19.4440632, 26.0047379,
167,"14W32426-1", 7.7010274, 7.8343639, 23.0715542, 27.6636124,
168,"14W31330-1", 8.6558237, 8.6013966, 20.3424988, 23.3485203,
169,"14W30835-1", 8.8111372, 8.7663479, 19.8064728, 29.8170128,
170,"14W32315-1", 7.5742583, 7.7218084, 23.4579792, 30.3723412,
171,"14W31874-1", 8.8582954, 8.7467346, 19.7254925, 27.7632675,
172,"14W32465-1", 8.8723221, 8.7189875, 19.6134319, 30.5888653,
173,"14W31108-1", 8.2939262, 8.2981777, 21.4534092, 31.1872902,
174,"14W31511-1", 7.5491920, 7.6287508, 23.6244431, 32.3832130,
175,"14W31950-1", 9.0555334, 8.8856773, 19.0493240, 31.2846413,
176,"14W30840-2", 8.5048876, 8.4659472, 20.7275715, 17.1314602,
177,"14W30516-1", 8.3640671, 8.3255072, 21.1415195, 25.3690281,
178,"14W31118-1", 8.7494860, 8.6371002, 20.1956367, 49.9914589,
179,"14W32230-1", 8.1777172, 8.1863270, 21.8889046, 40.9950371,
180,"14W31624-1", 8.6233797, 8.6462183, 20.3371143, 38.6811981,
181,"14W31328-1", 9.0373135, 8.8909626, 19.0407524, 28.8751984,
182,"14W31459-1", 8.4411621, 8.4312191, 20.9658108, 30.0765686,
183,"14W30463-1", 8.2242575, 7.9425325, 21.8479481, 34.5162430,
184,"14W31459-1", 8.4366751, 8.4246044, 20.9810390, 29.9569054,
185,"14W31848-2", 8.5842228, 8.5928173, 20.4748573, 28.9727097,
186,"14W31036-1", 8.5972986, 8.5347643, 20.4308891, 35.1585655,
187,"14W31743-1", 8.8947659, 8.7182951, 19.6097088, 24.6346455,
188,"14W30678-1", 7.4242468, 7.4952512, 23.9112854, 25.6491508,
189,"14W30447-1", 7.8735261, 7.9553003, 22.6112595, 32.1071815,
190,"14W31334-1", 8.6319542, 8.6190948, 20.3462067, 22.9717903,
191,"14W30511-1", 8.5333529, 8.3549538, 20.5863972, 28.3815193,
192,"14W31072-1", 8.6097069, 8.5525198, 20.4196033, 29.5881958,
193,"14W30879-1", 7.5359612, 7.5533433, 23.7091846, 36.3385468,
194,"14W30508-1", 8.5389977, 8.3829546, 20.6972179, 35.9253769,
195,"14W32437-1", 8.9285126, 8.7209368, 19.4891281, 30.1304913,
196,"14W32232-1", 8.9682608, 8.7915859, 19.3996506, 31.2234936,
197,"14W30730-2", 8.6028023, 8.5262823, 20.5443821, 24.5892792,
198,"14W30841-2", 8.8884754, 8.8166103, 19.5599098, 26.1354141,
199,"14W32262-1", 8.6189680, 8.4685364, 20.5690117, 36.6859131,
200,"14W31904-1", 8.4092531, 8.3609571, 21.1895618, 43.3656502,
201,"14W30944-1", 8.6474361, 8.5546484, 20.3478947, 31.4550495,
202,"14W31869-1", 8.5479088, 8.5533342, 20.4654293, 19.5393982,
203,"14W31835-1", 8.6489954, 8.5651245, 20.2650661, 36.4337540,
204,"14W30919-1", 7.5369506, 7.6987991, 23.6921730, 36.3535728,
205,"14W30707-1", 8.8089952, 8.6826143, 19.6901989, 27.1877766,
206,"14W32428-1", 8.4890108, 8.3942471, 20.9938393, 44.5322113,
207,"14W30523-1", 8.2706738, 8.1997194, 21.5211773, 29.3769989,
208,"14W31303-1", 8.4802771, 8.2898169, 20.7827854, 30.5399017,
209,"14W30727-1", 8.7363491, 8.6264601, 19.9230270, 29.0079346,
210,"14W31263-1", 8.3819227, 8.4235125, 21.2122116, 39.3557396,
211,"14W31425-1", 8.8948059, 8.7647057, 19.5641155, 27.7189941,
212,"14W30672-1", 8.5806198, 8.4566660, 20.3982906, 26.0430908,
213,"14W30922-1", 8.6708498, 8.5987635, 20.2671242, 26.6048489,
214,"14W30729-1", 8.9563704, 8.7749128, 19.4980774, 22.8189716,
215,"14W31515-1", 8.4911213, 8.3585691, 20.9250469, 29.8651886,
216,"13W30702-1", 8.7361507, 8.6057024, 19.9080505, 28.1888618,
217,"14W31902-1", 8.4930000, 8.4386740, 20.8964882, 35.3896637,
218,"14W31872-1", 9.0641327, 8.8737640, 19.3198509, 30.3276443,
219,"14W30534-1", 8.1543045, 8.1282024, 21.9716320, 39.6141701,
220,"14W31266-1", 9.0363178, 8.8719254, 19.2357979, 25.2486362,
221,"14W31710-1", 8.7052479, 8.6754971, 20.3053303, 46.6948547,
222,"14W30514-1", 8.2865820, 8.2020493, 21.4352856, 25.3904572,
223,"14W31243-1", 8.6145601, 8.5830708, 20.4592018, 38.4107971,
224,"14W30524-1", 8.6325684, 8.5327368, 20.3535995, 23.0347710,
225,"14W31078-1", 8.6091700, 8.5475864, 20.5069923, 30.8629723,
226,"14W30649-1", 8.2007694, 8.1159468, 21.9074173, 44.0096436,
227,"14W30650-1", 7.4015732, 7.5027161, 24.1013336, 34.3413277,
228,"14W30705-1", 8.7937107, 8.6893167, 19.8110771, 35.2992516,
229,"14W32276-1", 8.6387177, 8.5627995, 20.2511158, 27.4640808,
230,"14W31702-1", 7.5472879, 7.5303254, 23.7686329, 33.5424690,
231,"14W31466-1", 7.5037127, 7.6737003, 23.7668190, 34.3850784,
232,"13W30851-1", 8.7618704, 8.7024212, 19.8784294, 18.3892498,
233,"14W31111-1", 9.0304823, 8.9198208, 19.1686420, 23.7509842,
234,"14W30532-1", 7.4869432, 7.6308136, 23.7385750, 30.1157303,
235,"14W31464-1", 7.3994951, 7.5427175, 24.0715027, 32.7968140,
236,"14W31058-1", 8.7041407, 8.6333227, 20.1221752, 26.6388359,
237,"14W30667-1", 7.5509305, 7.7139335, 23.5033989, 28.1661568,
238,"14W32353-1", 8.6585045, 8.5812025, 20.3267269, 22.1367912,
239,"14W32328-1", 8.7701750, 8.6619873, 19.9876080, 34.1042099,
240,"14W31332-1", 8.8170223, 8.7150917, 19.7102013, 35.3487129,
241,"13W30704-1", 8.3195257, 8.3141403, 21.0894184, 26.8928947,
242,"14W30668-1", 8.5704412, 8.4171715, 20.5453701, 32.3169022,
243,"14W31234-1", 8.7321701, 8.6499462, 20.0882206, 32.8417053,
244,"14W31516-1", 7.4844069, 7.6668696, 23.6842327, 22.5534706,
245,"14W30918-1", 7.6298609, 7.7485738, 23.3296185, 33.6284523,
246,"14W30719-1", 8.5274286, 8.4678345, 20.6545715, 30.5964928,
247,"14W30839-1", 8.8612375, 8.8654032, 19.5463619, 34.0493317,
248,"14W30677-1", 7.5345688, 7.6065187, 23.5989628, 31.7840214,
249,"14W30711-1", 8.9366789, 8.8216228, 19.4888458, 26.0832233,
250,"14W31308-1", 7.3764763, 7.5507960, 24.1189137, 36.1399689,
251,"14W31251-1", 8.6985102, 8.5692873, 20.1087093, 31.5284233,
252,"14W30530-1", 7.8977451, 7.9002976, 22.4965801, 30.4109955,
253,"14W32450-1", 7.7906642, 7.7872601, 22.8372383, 29.7654076,
254,"14W31503-1", 8.6703043, 8.5753498, 20.1367760, 26.0887222,
255,"14W31275-1", 8.9754534, 8.8710032, 19.3391495, 22.3750458,
256,"14W31123", 8.3085175, 8.1193647, 21.0202141, 10.2064171,
257,"14W32306", 8.0009508, 7.8994355, 21.8378448, 8.9068718,
258,"14W31305", 8.1350651, 7.8801088, 21.7434120, 15.2476540,
259,"14W32106", 8.5215158, 8.2811937, 20.4735355, 14.9856720,
260,"14W30911", 8.1638775, 7.9595504, 21.4655666, 9.2217579,
261,"14W32349", 8.4258986, 8.2685843, 20.6577950, 13.4947186,
262,"14W30743", 6.9237814, 7.0061707, 25.0735817, 13.0301857,
263,"14W32336", 8.2577801, 8.0335541, 21.2293549, 16.1910439,
264,"14W30875", 7.0681572, 7.1432056, 24.7271900, 12.5868511,
265,"14W32114", 8.3314810, 8.2316904, 20.8177528, 7.5956478,
266,"14W32227", 7.6635141, 7.4605246, 23.2319736, 15.1935806,
267,"14W31656", 7.4832716, 7.3719463, 23.4856243, 8.4129868,
268,"14W32439", 7.7885180, 7.6473875, 22.7018776, 13.7791100,
269,"14W30740", 8.1635714, 8.0070562, 21.4384422, 11.4252186,
270,"14W32112", 7.6991301, 7.5397329, 22.9628277, 6.8740082,
271,"14W31070", 8.2588081, 8.0594187, 21.2185268, 10.7320824,
272,"14W32428", 8.0732613, 7.8799782, 21.8576088, 9.7694054,
273,"14W32234", 8.1374874, 7.9514599, 21.5575962, 10.9050999,
274,"14W31275", 8.2932310, 8.1455297, 21.0812302, 9.0000534,
275,"14W32452", 7.9271631, 7.7308564, 22.2009315, 7.6292534,
276,"14W32453", 8.4540596, 8.2658978, 20.5632133, 9.0068169,
277,"14W31554", 8.1654720, 7.9986296, 21.4600449, 10.7559052,
278,"14W32136", 8.0648804, 7.8366003, 21.8939972, 13.1417847,
279,"14W32119", 8.0721035, 7.8714457, 21.7809467, 11.3587856,
280,"14W31256", 8.1046133, 7.8635540, 21.8262844, 14.4548683,
281,"14W32117", 7.0160270, 7.0721569, 24.9087849, 15.2061825,
282,"14W31450", 8.1172991, 7.8731451, 21.7408199, 14.7160740,
283,"14W31928", 8.1821394, 7.9863601, 21.4127712, 8.9900951,
284,"14W32260", 7.6897955, 7.5286536, 23.0022640, 11.1568565,
285,"14W31239", 8.0386829, 7.8713303, 21.8997707, 13.6362877,
286,"14W31073", 8.6102915, 8.4658222, 20.0804882, 15.1268234,
287,"14W32464", 6.9831619, 6.9289861, 25.0873108, 4.9130898,
288,"14W32475", 8.0059490, 7.8492384, 21.8481712, 4.7265587,
289,"14W32155", 8.4504776, 8.2697926, 20.5612431, 11.9207630,
290,"14W32044", 7.2412395, 7.2037101, 24.3872986, 17.0931320,
291,"14W32278", 8.3702860, 8.1887197, 20.8619804, 8.4539032,
292,"14W30738", 7.1096301, 6.9771838, 24.8802528, 15.8348083,
293,"14W31465", 8.2391863, 8.0715876, 21.2302132, 10.8726349,
294,"14W32341", 7.1722288, 7.2150245, 24.1268749,-9.7003326,
295,"14W32045", 7.3901591, 7.2867899, 23.6534233,-3.6608086,
296,"14W32249", 8.3016510, 8.1419392, 21.0130253, 11.7851868,
297,"14W31345", 7.6994700, 7.5707378, 22.8749847, 6.8835735,
298,"14W32259", 8.0942698, 7.9925475, 21.5712318, 6.3169823,
299,"14W30938", 7.9504952, 7.7712030, 22.1439152, 10.0914440,
300,"14W32026", 7.5522614, 7.3529558, 23.2670460,-13.0527611,
301,"14W31266", 7.6415548, 7.4721413, 23.1658707, 8.9137173,
302,"14W31648", 8.4474659, 8.2246304, 20.7233391, 15.0912971,
303,"14W32318", 7.8359585, 7.5928068, 22.5473881, 4.8172607,
304,"14W32225", 7.7571850, 7.6283240, 22.7747955, 11.2727413,
305,"14W31302", 8.0248184, 7.8639579, 21.9035511, 10.8291912,
306,"14W32118", 7.6886706, 7.3723059, 23.2137032, 14.0090427,
307,"14W30926", 8.3467388, 8.1764050, 20.9010620, 10.9265442,
308,"14W31109", 8.3199348, 8.1366987, 20.9667778, 10.2734718,
309,"14W32035", 7.9345732, 7.6995983, 22.2653294, 9.3660889,
310,"14W31652", 8.0276966, 7.8812284, 21.8263283, 6.6388798,
311,"14W32017", 8.2235203, 7.9145761, 21.4851208, 10.4559441,
312,"14W31303", 8.3135366, 8.1642294, 21.0192280, 15.9089413,
313,"14W31848", 8.3010063, 8.1102896, 21.0515232, 8.9907818,
314,"14W31861", 7.9747491, 7.7482643, 22.1987839, 14.4373798,
315,"14W31529", 8.2779942, 8.0275669, 21.2612171, 20.2471828,
316,"14W31743", 7.4945908, 7.3380985, 23.5511951, 6.8821354,
317,"14W31720", 7.9485073, 7.7409911, 22.2635174, 10.0882931,
318,"14W31039", 7.8964119, 7.7649455, 22.2951870, 9.5496902,
319,"14W31464", 7.0781054, 7.1332283, 24.7379818, 10.9465370,
320,"14W31343", 8.2018147, 8.0883875, 21.2383652, 9.1871719,
321,"14W31336", 8.5991564, 8.4456110, 20.1047096, 17.5661011,
322,"14W31072", 7.6110611, 7.3957701, 23.3721142, 12.2907543,
323,"14W32479", 7.7947631, 7.6106954, 22.6584015, 11.1111889,
324,"14W31534", 7.1431198, 7.1651220, 24.5397968, 11.5246220,
325,"14W30475-1", 8.4299049, 8.3227701, 21.0290146, 35.1674614,
326,"14W32324", 7.9776802, 7.7925463, 22.2436714, 23.8310871,
327,"14W30652-1", 8.5155687, 8.3244619, 20.8094540, 26.8329964,
328,"14W32260-1", 8.7410345, 8.6081963, 20.1496811, 27.1659737,
329,"14W31830-1", 8.6498604, 8.5942965, 20.2917404, 26.9944992,
330,"14W30471-1", 8.3771896, 8.3330135, 21.2269478, 36.6775017,
331,"14W30863-1", 7.4128647, 7.4928021, 24.1307068, 38.6679688,
332,"14W30878-1", 8.5475588, 8.4248991, 20.7396183, 28.3025398,
333,"14W31056-1", 9.0798550, 8.9557533, 18.9022141, 24.4176540,
334,"14W31916-1", 8.9290380, 8.8013773, 19.4125061, 27.9349785,
335,"14W30654-1", 7.6509004, 7.6471529, 23.3953419, 22.5790272,
336,"14W31452", 8.2616787, 8.1124191, 21.1636276, 11.1150150,
337,"14W32464-1", 7.4942441, 7.5801277, 23.8808784, 35.5557022,
338,"14W31512-1", 8.7971125, 8.7119713, 19.7917118, 25.9335270,
339,"14W30937-1", 8.7826691, 8.6853476, 19.9322395, 32.4082222,
340,"14W31519-1", 8.6726761, 8.5713673, 20.2778378, 24.6023865,
341,"14W30903-1", 8.5257597, 8.4534807, 20.7471180, 33.7077026,
342,"14W30875-1", 7.4501028, 7.4599595, 24.1387444, 47.6523743,
343,"14W31706", 7.8324523, 7.5967822, 22.6162567, 10.1563034,
344,"14W30708-1", 8.7658234, 8.6297493, 20.0391388, 28.3971043,
345,"14W31261-1", 8.8897858, 8.7555857, 19.7086582, 28.6775475,
346,"14W31727-1", 8.9208193, 8.6568489, 19.6811466, 37.1675186,
347,"14W30715-1", 8.8191376, 8.6356945, 19.9806328, 46.0712891,
348,"14W31544", 7.4003277, 7.5506349, 23.5203342, 5.1566925,
349,"14W30718-1", 7.4491019, 7.6827559, 23.8008823, 33.0534782,
