
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDPLWSPNFSTPLS_PREDA-G.ANL  Predicted Value File
File Date:      Mon Mar 22 15:16:07 2021
Last Update:    Mon Mar 22 15:16:07 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        6445            Deleted:        0
Constituents:   3               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        6445 of 6445

"Position","Sample Number","Starch","Total_Poly","WSP",
115,"17KMF159", 1.3359809, 9.8976402, 2.1648583,
116,"17KMF16", 5.3049083, 19.2317390, 2.9504097,
117,"17KMF160", 7.1682887, 20.6015053, 2.7924516,
118,"17KMF161", 5.7673755, 12.0138378, 1.9853592,
119,"17KMF162", 0.4996748, 6.6869664, 1.6184232,
120,"17KMF163", 0.3464012, 15.0556679, 2.6552520,
121,"17KMF164",-1.4189849, 15.7406960, 3.0714066,
122,"17KMF166", 7.3584342, 13.6339760, 2.1370761,
123,"17KMF167", 2.2927551, 17.0383701, 2.8964760,
124,"17KMF168", 10.7256927, 15.9272919, 1.9744914,
125,"17KMF169", 10.0508518, 23.5692482, 2.9547124,
126,"17KMF17", 4.0417008, 11.3970451, 2.1839616,
127,"17KMF170", 8.3853951, 19.0026493, 2.6245646,
128,"17KMF171", 16.0869999, 20.5815926, 2.1939924,
129,"17KMF172", 2.0803771, 18.3190765, 3.1597044,
130,"17KMF173", 4.5039897, 19.9849434, 3.1670516,
131,"17KMF174", 1.6219435, 13.8858852, 2.4365125,
132,"17KMF175",-2.5119486, 7.3054948, 2.1389720,
133,"17KMF176", 1.3528557, 8.6981316, 1.9023521,
134,"17KMF177", 2.8844190, 9.0291443, 1.8875461,
135,"17KMF178", 5.1222014, 20.5934181, 3.2081070,
136,"17KMF18", 8.9038258, 19.9624996, 2.5883384,
137,"17KMF180",-0.9804578, 12.1771917, 2.3825693,
138,"17KMF181", 9.4403305, 23.2600365, 3.0061951,
139,"17KMF182", 4.0975890, 18.5685616, 2.9523091,
140,"17KMF184",-3.5073118, 11.3978119, 2.5013056,
141,"17KMF185", 7.1035914, 17.7765884, 2.5541210,
142,"17KMF186", 3.3082843, 10.8827019, 1.9040115,
143,"17KMF187", 1.4796882, 8.6622620, 1.8071382,
144,"17KMF188", 7.9231973, 20.4537621, 2.6414983,
145,"17KMF189", 1.2437224, 9.7845173, 2.1313496,
146,"17KMF19", 2.4850807, 15.4122009, 2.4490478,
147,"17KMF190", 1.1538048, 16.8898048, 2.9207084,
148,"17KMF191", 4.5657296, 16.6711159, 2.4912164,
149,"17KMF192", 2.8988328, 12.6073809, 2.2030079,
150,"17KMF193", 3.1954827, 11.4074478, 2.0417464,
151,"17KMF194",-1.3291287, 5.8648562, 1.7422273,
152,"17KMF195", 7.2064023, 12.5049400, 1.9230392,
153,"17KMF196",-4.1923809, 5.0624456, 1.7803216,
154,"17KMF197", 3.5982480, 17.6214943, 2.6461961,
155,"17KMF198", 4.3733878, 20.5694447, 3.3525338,
156,"17KMF199", 4.9128594, 11.6578236, 1.9745824,
157,"17KMF2",-0.1549673, 15.5722713, 2.8761013,
158,"17KMF20", 14.0756760, 27.5763550, 3.2643421,
159,"17KMF200", 17.8429165, 28.3995247, 3.0914724,
160,"17KMF201", 5.6685424, 19.4593258, 2.7792001,
161,"17KMF202", 9.9841557, 22.1656723, 2.7590520,
162,"17KMF204", 0.9108162, 13.2865849, 2.2557485,
163,"17KMF205", 4.2822995, 16.0192242, 2.5791774,
164,"17KMF207", 9.5968323, 23.3610401, 3.2039924,
165,"17KMF208", 8.1777477, 14.6771832, 2.1670377,
166,"17KMF21", 5.4481692, 15.1973362, 2.4332688,
167,"17KMF210",-1.9700749, 7.4300418, 1.9797149,
168,"17KMF211", 8.0394802, 22.0709267, 3.1867270,
169,"17KMF212",-1.6360457, 8.4885788, 2.1366425,
170,"17KMF213", 0.5432987, 7.4673653, 1.7143376,
171,"17KMF215",-1.0168486, 6.8336816, 1.7626071,
172,"17KMF216", 11.9893608, 24.5327950, 2.9693344,
173,"17KMF217", 4.9805484, 12.4664955, 2.2260280,
174,"17KMF218",-1.1483998, 6.4471726, 1.6805604,
175,"17KMF219", 8.0839882, 19.6715736, 2.7818706,
176,"17KMF220", 8.0026512, 22.0727444, 2.9135237,
177,"17KMF221", 9.1744099, 24.1234589, 3.4944878,
178,"17KMF222", 2.8058448, 9.6698713, 1.9185872,
179,"17KMF223", 15.2180157, 20.1811218, 2.3103950,
180,"17KMF224", 26.8432217, 35.0850029, 2.8939614,
181,"17KMF226", 6.4474378, 20.3943462, 3.0023794,
182,"17KMF227", 4.9646840, 20.1450443, 3.2389901,
183,"17KMF228", 0.1142731, 8.2862701, 1.8191259,
184,"17KMF229",-3.6476250, 10.0430117, 2.3126085,
185,"17KMF23", 5.1213908, 13.4988194, 2.3739927,
186,"17KMF230", 4.3098407, 13.6016426, 2.4214575,
187,"17KMF231", 20.1535873, 29.6249828, 3.0648949,
188,"17KMF232", 3.0120625, 18.9986706, 2.8545160,
189,"17KMF233", 1.0742211, 16.1674690, 2.8189919,
190,"17KMF234", 14.5405483, 28.8345528, 3.4544153,
191,"17KMF236", 9.9336586, 16.7223053, 2.2683065,
192,"17KMF237", 3.6520791, 6.9088278, 1.1754451,
193,"17KMF238", 6.5860190, 19.2613087, 2.9706504,
194,"17KMF238", 12.6415005, 23.2884178, 2.6776965,
195,"17KMF24", 7.2939754, 19.5375347, 2.5415361,
196,"17KMF240",-1.5266640, 6.3401256, 1.7450283,
197,"17KMF241",-0.1366396, 7.0970411, 1.6003594,
198,"17KMF242", 7.3056827, 10.6501808, 1.3987460,
199,"17KMF242", 18.7859287, 20.4407291, 1.6913035,
200,"17KMF243", 6.3715968, 10.5732231, 1.6151361,
201,"17KMF244",-0.0317712, 13.0042648, 2.3379958,
202,"17KMF245", 13.7868118, 14.6635685, 1.3551314,
203,"17KMF246", 2.8677402, 15.0017681, 2.5249250,
204,"17KMF247", 7.1721387, 11.1109848, 1.4383008,
205,"17KMF248", 13.7233009, 13.9554920, 1.3683133,
206,"17KMF249", 2.1084366, 14.9095974, 2.5838587,
207,"17KMF25", 8.5957489, 21.3597488, 2.7207105,
208,"17KMF250", 6.4053836, 18.9265881, 2.7667685,
209,"17KMF251", 8.6556721, 20.6837997, 2.7546268,
210,"17KMF252", 15.7619038, 26.9829254, 3.0110552,
211,"17KMF253", 12.6882420, 14.9905090, 1.4609861,
212,"17KMF254", 3.8266273, 16.9660378, 2.6711853,
213,"17KMF255", 9.2508297, 11.4014530, 1.4311731,
214,"17KMF256",-3.3109074, 3.2469449, 1.3838162,
215,"17KMF257", 6.7083383, 10.0229683, 1.2726784,
216,"17KMF258", 6.4486833, 9.2248697, 1.3702483,
217,"17KMF259", 7.6754775, 19.4590740, 2.5812688,
218,"17KMF26", 3.9574294, 16.4923611, 2.5361869,
219,"17KMF260", 10.8176060, 13.1740799, 1.5290041,
220,"17KMF261", 2.4150376, 8.3155994, 1.5927877,
221,"17KMF262", 13.5564899, 15.5640087, 1.4938500,
222,"17KMF263",-3.1765699, 1.8031406, 1.1671345,
223,"17KMF264", 9.2764606, 11.5272245, 1.2872229,
224,"17KMF265", 19.7550106, 19.8957520, 1.2430708,
225,"17KMF266", 0.2879596, 4.4527121, 1.2502608,
226,"17KMF267", 4.1335320, 7.2854362, 1.2584512,
227,"17KMF269", 4.7648196, 8.0040045, 1.0695255,
228,"17KMF27", 6.5622420, 11.3208084, 1.7428443,
229,"17KMF270", 4.1098027, 9.5004425, 1.7998950,
230,"17KMF271", 8.5470676, 9.9095421, 1.0185578,
231,"17KMF272", 1.7670531, 6.9307513, 1.4485071,
232,"17KMF273",-0.3869262, 4.5177860, 1.4305525,
233,"17KMF274", 9.5562801, 11.5532017, 1.3756347,
234,"17KMF275", 10.8523445, 21.4777813, 2.7188706,
235,"17KMF276", 11.6534481, 22.7562675, 2.9213741,
236,"17KMF277", 6.9935317, 8.3729343, 1.0401309,
237,"17KMF278", 13.6307392, 14.9088650, 1.3965299,
238,"17KMF279", 5.4386134, 7.2566242, 0.8788539,
239,"17KMF28", 17.4115238, 27.0799580, 2.8580906,
240,"17KMF281",-0.8395395, 6.4000692, 1.6503015,
241,"17KMF282", 10.3420582, 21.8960133, 2.7404258,
242,"17KMF284", 19.7930965, 18.1041565, 1.2827091,
243,"17KMF285", 8.4314499, 11.6033916, 1.6310389,
244,"17KMF286", 6.9038167, 9.0198841, 1.1761637,
245,"17KMF287", 18.8092003, 20.4876881, 1.5844836,
246,"17KMF288", 8.3617058, 11.0014572, 1.2554710,
247,"17KMF289", 0.2398558, 4.7491994, 1.1905839,
248,"17KMF29", 5.0928082, 18.6216068, 2.5636077,
249,"17KMF290", 8.2596760, 11.2663078, 1.2759857,
250,"17KMF291", 16.1237774, 15.9761772, 1.2247584,
251,"17KMF292", 7.1128497, 12.6415224, 1.7965782,
252,"17KMF293", 5.1836619, 8.9869404, 1.5010345,
253,"17KMF294", 8.1465893, 18.8690815, 2.4667449,
254,"17KMF295", 8.7125378, 19.4899578, 2.6082807,
255,"17KMF296", 21.3874378, 22.1145592, 1.6337676,
256,"17KMF298", 6.3414197, 11.0548859, 1.4623764,
257,"17KMF299", 16.5421848, 16.3885612, 1.3543181,
258,"17KMF3", 7.2156520, 22.8907108, 3.1560557,
259,"17KMF30", 0.8302240, 8.0882549, 1.8295484,
260,"17KMF300", 6.0484529, 18.5203304, 2.7055213,
261,"17KMF301", 3.7761931, 16.4984264, 2.5994308,
262,"17KMF302", 15.0676708, 14.7698097, 1.2856300,
263,"17KMF303", 8.3345299, 11.4574528, 1.4279163,
264,"17KMF304", 6.8808045, 9.6704283, 1.4562981,
265,"17KMF305", 20.3253479, 18.1756744, 1.2352662,
266,"17KMF306", 1.4091234, 4.5841742, 0.9151464,
267,"17KMF307",-2.1964800, 5.3937044, 1.6285305,
268,"17KMF308",-1.4751749, 4.1786852, 1.2965763,
269,"17KMF309", 7.9419284, 10.2569914, 1.2728369,
270,"17KMF31", 28.0076389, 34.4563408, 1.9390419,
271,"17KMF310", 1.4449096, 13.9420490, 2.5170279,
272,"17KMF311", 25.2611885, 21.9947186, 1.1755116,
273,"17KMF312", 13.7735844, 13.8218880, 1.0986574,
274,"17KMF313", 10.6503582, 11.1520901, 1.0082049,
275,"17KMF315",-4.3098650, 2.9481618, 1.5122395,
276,"17KMF316",-0.8047719, 5.3495464, 1.2671778,
277,"17KMF317", 2.5051165, 9.1086407, 1.8043017,
278,"17KMF318", 7.4090247, 10.7737675, 1.4944296,
279,"17KMF32", 3.4788136, 17.6773472, 2.7949898,
280,"17KMF321",-1.5191929, 7.2090321, 1.8647749,
281,"17KMF322", 6.9260354, 18.8386440, 2.6791334,
282,"17KMF323", 0.5983529, 7.0018163, 1.5184100,
283,"17KMF324", 5.1463380, 7.9160571, 1.2193332,
284,"17KMF325", 6.6944766, 10.8086910, 1.5475764,
285,"17KMF326", 4.3187308, 8.1228266, 1.3784385,
286,"17KMF327", 7.1057582, 9.2354183, 1.0756197,
287,"17KMF329", 11.1201859, 12.8870726, 1.4279323,
288,"17KMF33", 3.8319802, 19.7192249, 3.0705168,
289,"17KMF330", 6.9754529, 18.7627487, 2.6250327,
290,"17KMF331", 14.5723705, 14.9943886, 1.4422886,
291,"17KMF332", 10.3692074, 13.6452389, 1.5530715,
292,"17KMF333", 28.9278507, 25.7750320, 1.2091563,
293,"17KMF334", 2.6475596, 9.5096321, 1.6360025,
294,"17KMF335", 8.0935802, 11.0484457, 1.5162587,
295,"17KMF336", 8.8708763, 12.9178429, 1.4164262,
296,"17KMF337", 12.1434689, 13.1572800, 1.3810911,
297,"17KMF338", 9.7507439, 12.5676146, 1.5414257,
298,"17KMF339", 12.3655300, 14.8677635, 1.5297737,
299,"17KMF34", 32.2225113, 35.9840202, 1.3380258,
300,"17KMF340", 6.0978322, 18.6688747, 2.5552461,
301,"17KMF341", 17.2842617, 17.8725872, 1.4770033,
302,"17KMF342", 9.9115982, 21.5481396, 2.8849299,
303,"17KMF344", 12.8220577, 14.2451115, 1.4853561,
304,"17KMF345", 15.4898911, 14.8505402, 0.9973285,
305,"17KMF346", 12.1578827, 12.1932259, 1.0695467,
306,"17KMF347", 8.4225330, 14.2123451, 1.8963559,
307,"17KMF348", 14.0529099, 13.7449512, 1.0934668,
308,"17KMF349", 17.7367516, 16.6314220, 1.1273792,
309,"17KMF35", 2.4261131, 14.3227654, 2.4412560,
310,"17KMF350", 5.1891847, 9.7033243, 1.5148926,
311,"17KMF351", 6.1383815, 11.8576488, 1.9154332,
312,"17KMF352", 7.8800473, 9.7840986, 1.1993175,
313,"17KMF353", 2.9722400, 16.4276199, 2.7475791,
314,"17KMF354", 12.7938080, 15.2858906, 1.5632174,
315,"17KMF355", 8.3603268, 11.2211208, 1.1300631,
316,"17KMF356", 14.8394642, 26.0476227, 2.9080582,
317,"17KMF357",-3.8963594, 4.1071434, 1.5979054,
318,"17KMF358", 21.5258064, 21.4121723, 1.4154274,
319,"17KMF359", 16.8038292, 17.1166649, 1.3439820,
320,"17KMF36",-2.7782764, 6.1401715, 1.9200065,
321,"17KMF360",-2.6423087, 3.2978513, 1.2390456,
322,"17KMF361", 3.2322755, 7.7495751, 1.4325173,
323,"17KMF362", 15.5891132, 16.0463867, 1.2521250,
324,"17KMF363", 20.7800980, 30.2260475, 2.9820507,
325,"17KMF364", 1.7778935, 6.9604826, 1.4997842,
326,"17KMF365", 7.9042535, 9.6214876, 1.1747668,
327,"17KMF366", 7.6220088, 8.5631866, 0.8274835,
328,"17KMF367", 14.4883652, 14.5684357, 1.3528829,
329,"17KMF368", 20.7481956, 19.4382286, 1.2245998,
330,"17KMF369", 3.1152310, 7.2864714, 1.2885392,
331,"17KMF37", 0.1837869, 14.6290703, 2.7164633,
332,"17KMF370", 5.0262866, 7.8883858, 1.2473094,
333,"17KMF371", 3.0195003, 9.9209957, 1.7440298,
334,"17KMF373", 4.9958453, 16.8129139, 2.5694454,
335,"17KMF374",-1.4796975, 6.7878833, 1.9032862,
336,"17KMF375", 7.0392356, 10.7159443, 1.4825072,
337,"17KMF376", 20.3463573, 27.8552647, 2.5911109,
338,"17KMF377", 13.0527592, 17.5696487, 1.7363744,
339,"17KMF378",-0.0640635, 6.6657743, 1.6212037,
340,"17KMF379", 7.6010079, 10.4881916, 1.2288911,
341,"17KMF38", 18.0110245, 29.1608810, 2.9978333,
342,"17KMF380", 7.9508576, 12.3236256, 1.6898978,
343,"17KMF381", 3.1862741, 9.7265224, 1.7468255,
344,"17KMF383", 10.7618370, 12.4850044, 1.4757740,
345,"17KMF384", 10.8439674, 22.1054878, 2.8033583,
346,"17KMF385", 11.5948315, 14.7287350, 1.7234597,
347,"17KMF387", 2.8753762, 7.1386356, 1.3197949,
348,"17KMF388", 4.8919587, 17.8653030, 2.6943231,
349,"17KMF389", 4.3054671, 8.7359791, 1.5166266,
350,"17KMF39", 9.6364918, 24.0051632, 3.2150288,
351,"17KMF390", 10.3858852, 13.6715698, 1.7309635,
352,"17KMF391", 15.6625271, 15.8098812, 1.4547265,
353,"17KMF392", 1.6458197, 4.1657043, 0.8717522,
354,"17KMF393", 8.6353340, 12.3781013, 1.5157132,
355,"17KMF394", 1.9455047, 14.8036423, 2.5153315,
356,"17KMF395", 6.3180537, 10.3795738, 1.7426105,
357,"17KMF396", 14.6096249, 16.4564781, 1.7215528,
358,"17KMF397", 11.5806446, 11.9287252, 1.1984603,
359,"17KMF398", 6.3513436, 10.9993420, 1.7698288,
360,"17KMF399",-0.0737405, 6.6176243, 1.5678954,
361,"17KMF4", 2.5241623, 9.6182318, 1.8134139,
362,"17KMF40", 5.4314418, 20.5010910, 3.0643518,
363,"17KMF400", 11.7723808, 15.2472172, 1.6742179,
364,"17KMF401", 6.7213731, 9.7075710, 1.3694623,
365,"17KMF403", 9.2250824, 20.3034687, 2.5646222,
366,"17KMF405", 2.0004244, 7.0130019, 1.4409366,
367,"17KMF408", 2.3119621, 8.1361294, 1.5848436,
368,"17KMF409", 2.1074677, 8.0950956, 1.4777844,
369,"17KMF41", 2.2644768, 8.0102377, 1.7342048,
370,"17KMF410", 1.7596183, 8.0627947, 1.7381659,
371,"17KMF411", 3.9410949, 8.8306875, 1.3257096,
372,"17KMF412", 15.5773392, 16.3254261, 1.5990753,
373,"17KMF413", 5.8089957, 17.4946594, 2.6453068,
374,"17KMF414", 8.3352146, 11.0713854, 1.4382250,
375,"17KMF415", 14.3722401, 14.4051609, 1.0939679,
376,"17KMF416", 20.9326134, 20.0114498, 1.3589523,
377,"17KMF417", 12.8923416, 13.3599358, 1.1882999,
378,"17KMF418", 13.8332977, 23.5988159, 2.6723509,
379,"17KMF419", 25.0535984, 22.0809708, 1.1685731,
380,"17KMF42", 9.4062862, 20.2424088, 2.6876166,
381,"17KMF420", 17.1403942, 19.7568512, 1.6706896,
382,"17KMF421", 17.7102718, 17.3473854, 1.3985579,
383,"17KMF422", 11.9867496, 11.8635578, 1.1470556,
384,"17KMF423", 6.8550200, 10.5872612, 1.4519713,
385,"17KMF424", 4.8875127, 10.3035469, 1.7166986,
386,"17KMF426", 0.2682471, 5.6571369, 1.4085686,
387,"17KMF427", 10.4186077, 20.6595821, 2.5913310,
388,"17KMF429", 4.2414775, 9.7792625, 1.6103182,
389,"17KMF43", 0.6786938, 16.0388165, 2.6745000,
390,"17KMF430", 3.4846568, 15.5867653, 2.4390078,
391,"17KMF431", 2.5171013, 8.0757942, 1.6863251,
392,"17KMF433", 0.4858012, 11.8987970, 2.0080280,
393,"17KMF434", 12.1885338, 15.0779343, 1.3738115,
394,"17KMF435", 6.1274943, 9.1999130, 1.1602178,
395,"17KMF436", 0.5557952, 13.3136215, 2.3993669,
396,"17KMF438", 8.5467644, 13.7490177, 1.9021156,
397,"17KMF439", 2.9635015, 7.0009599, 1.2887397,
398,"17KMF44", 8.5842781, 14.1458950, 2.1341968,
399,"17KMF440",-2.3228648, 10.9794207, 2.3311853,
400,"17KMF441", 9.7581768, 11.3051414, 1.4180653,
401,"17KMF442", 7.0920644, 8.8756275, 1.2472479,
402,"17KMF443", 6.9166865, 7.8882217, 0.8220871,
403,"17KMF444", 15.2209663, 18.4234600, 1.8010852,
404,"17KMF445", 10.7203827, 11.5080681, 1.1430800,
405,"17KMF446", 5.8044658, 8.7094584, 1.1382608,
406,"17KMF447",-2.5628977, 5.0424824, 1.6449971,
407,"17KMF448",-2.1767516, 7.2208982, 1.7595575,
408,"17KMF449", 2.4914598, 8.8162136, 1.8074708,
409,"17KMF45", 15.1314182, 19.4663734, 2.0872934,
410,"17KMF450", 24.3683491, 32.5512199, 2.8183837,
411,"17KMF451", 3.4696040, 8.3633747, 1.4161172,
412,"17KMF452",-1.3916869, 5.8965178, 1.7119548,
413,"17KMF453", 14.1290188, 16.7886868, 1.5832565,
414,"17KMF454", 21.7737617, 31.3400135, 3.0147970,
415,"17KMF455", 10.5306168, 12.6455250, 1.3898671,
416,"17KMF456", 25.9168205, 23.3175869, 1.2224360,
417,"17KMF457", 3.1392884, 12.2444029, 1.7900329,
418,"17KMF458", 18.5689926, 19.0730896, 1.7014422,
419,"17KMF46", 16.2164726, 28.1206894, 3.1524775,
420,"17KMF460", 7.5415111, 20.1387959, 2.9413381,
421,"17KMF461", 3.6443286, 7.9462943, 1.4206719,
422,"17KMF463", 5.6271358, 9.1268463, 1.4118659,
423,"17KMF464", 3.1794972, 9.6591721, 1.6940839,
424,"17KMF466", 6.6263099, 10.3039551, 1.4185236,
425,"17KMF468", 1.0844669, 7.4742947, 1.4443183,
426,"17KMF47",-1.9700584, 9.7555141, 2.4529016,
427,"17KMF48", 4.1937222, 17.5558987, 2.9484403,
428,"17KMF49", 13.3669624, 25.7660828, 3.0483940,
429,"17KMF5", 10.0151138, 23.2967663, 3.0313916,
430,"17KMF50", 14.7956829, 18.3233452, 1.7637880,
431,"17KMF53", 0.5253539, 8.2177868, 1.8282988,
432,"17KMF54", 7.7182126, 19.1795998, 2.6957076,
433,"17KMF55", 7.8093486, 19.4369602, 2.7898512,
434,"17KMF56", 9.0806026, 16.1808701, 2.1918061,
