
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDPLWSPNFSUPLS_PREDA-G.ANL  Predicted Value File
File Date:      Mon Mar 22 15:17:26 2021
Last Update:    Mon Mar 22 15:17:26 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        6445            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        6445 of 6445

"Position","Sample Number","AveFructose","AveGlucose","AveSucrose","AveTotalSugar",
43,"15W2610-2", 6.4757628, 6.6604862, 23.4262009, 36.8768692,
44,"14NY0150-2", 6.8004704, 5.4623137, 25.9640675, 37.1803741,
45,"14NY0150-2", 6.8051796, 5.4957314, 25.9526043, 37.0994415,
46,"14NY0617-1", 5.6673751, 5.0609012, 17.6077347, 27.3905544,
47,"14NY0617-1", 5.6589336, 5.0353851, 17.6051807, 27.4961357,
48,"14NY0444-2", 6.6953316, 6.5738297, 23.9672070, 39.9262733,
49,"14NY0444-2", 6.6934042, 6.5689983, 23.9753132, 39.7982178,
50,"14NY0072-2", 5.5002890, 4.1315045, 16.4860668, 24.2669525,
51,"14NY0072-2", 5.4934731, 4.1199574, 16.4628029, 24.0474644,
52,"17KMF1", 8.3377647, 7.6835189, 24.5376244, 45.8870850,
53,"17KMF10", 9.2454548, 8.5835733, 24.6345596, 28.8586788,
54,"17KMF100", 8.6712742, 7.7262816, 21.7780991, 23.5830154,
55,"17KMF101", 7.8405213, 7.2665386, 19.6959953, 28.5392437,
56,"17KMF102", 8.1492863, 3.3851686, 23.7821999, 31.6425533,
57,"17KMF103", 7.9285135, 9.0167761, 19.7745743, 38.3173218,
58,"17KMF104", 8.1771259, 5.9904218, 22.8129311, 32.4519234,
59,"17KMF105", 6.9045830, 8.6692076, 14.7885723, 25.0010109,
60,"17KMF106", 8.7237930, 4.1469526, 26.7703400, 39.7562981,
61,"17KMF107", 6.7754798, 5.4113874, 17.9687386, 35.3151894,
62,"17KMF108", 9.2658596, 6.2139282, 27.9376335, 32.9106522,
63,"17KMF109", 8.9671640, 5.5787935, 26.8175755, 32.3455582,
64,"17KMF110", 8.5775843, 5.1274719, 25.1047249, 36.1932220,
65,"17KMF111", 8.0757761, 8.3822765, 21.2207737, 38.3117256,
66,"17KMF112", 8.2772655, 7.6133056, 22.6033936, 36.1106682,
67,"17KMF113", 9.1762581, 9.9532175, 23.5266399, 22.4835758,
68,"17KMF114", 7.8091335, 6.4960761, 22.2367096, 34.6703110,
69,"17KMF115", 7.9230609, 7.5347509, 21.0319386, 39.5726280,
70,"17KMF116", 7.9347739, 8.1526461, 19.2570553, 22.8091774,
71,"17KMF117", 7.7034526, 8.1210785, 18.3703079, 22.4831238,
72,"17KMF118", 8.7407742, 8.8199558, 22.1063461, 24.0690403,
73,"17KMF119", 7.7832246, 5.8700829, 21.9694118, 37.4153214,
74,"17KMF12", 8.1937819, 6.4130526, 24.9589138, 47.3780518,
75,"17KMF120", 8.1987495, 6.2342877, 23.3320370, 29.4993248,
76,"17KMF121", 8.2613525, 5.4031892, 24.4605103, 35.6130104,
77,"17KMF122", 7.7500534, 8.9476795, 18.5360889, 26.3291321,
78,"17KMF123", 8.0938997, 7.1085391, 22.2330933, 32.5235863,
79,"17KMF124", 8.4113483, 9.7692413, 21.2557316, 30.0187149,
80,"17KMF125", 7.7594948, 8.4440727, 19.5961494, 34.3541641,
81,"17KMF126", 8.6781168, 6.6312709, 24.4773140, 37.2712936,
82,"17KMF127", 7.7616630, 8.9757833, 19.3161278, 25.1529617,
83,"17KMF128", 8.4567347, 9.5689812, 20.5215130, 26.5551453,
84,"17KMF129", 8.3465586, 7.9071555, 20.9107361, 30.8824081,
85,"17KMF13", 8.1131134, 11.3104467, 19.6381912, 32.7728043,
86,"17KMF130", 3.9715643, 7.7867122, 9.8250847, 43.5376663,
87,"17KMF131", 7.7091780, 8.8894701, 18.3230629, 25.4899254,
88,"17KMF132", 7.8187551, 7.6438832, 21.9491844, 42.9385605,
89,"17KMF133", 9.0484552, 8.7203932, 24.4369926, 28.8384495,
90,"17KMF134", 7.7890472, 3.1753876, 22.5558815, 34.1786194,
91,"17KMF135", 8.0884447, 9.5908670, 20.0480385, 32.9265556,
92,"17KMF136", 8.8079014, 6.2717257, 26.8321514, 34.5605736,
93,"17KMF137", 8.5242491, 7.8068042, 22.2826099, 29.4638844,
94,"17KMF138", 8.3809128, 9.2812843, 21.0017262, 24.1163940,
95,"17KMF139", 7.9311209, 7.1970873, 21.9084854, 29.3300724,
96,"17KMF14", 8.0921593, 6.9779353, 23.0436897, 36.4051056,
97,"17KMF140", 7.7845650, 9.6726370, 19.6366806, 35.8992271,
98,"17KMF141", 8.5016727, 8.4805889, 21.7407188, 31.6233368,
99,"17KMF142", 7.3937187, 6.3245640, 18.2214279, 33.7110748,
100,"17KMF143", 8.7261639, 7.4362926, 25.6593094, 35.5487175,
101,"17KMF144", 7.6244440, 9.8295374, 19.0072212, 37.3095818,
102,"17KMF145", 6.9311008, 7.9233766, 18.1705875, 36.0788956,
103,"17KMF147", 8.2146721, 6.2753630, 23.8238621, 34.5496750,
104,"17KMF148", 7.6819434, 4.3761492, 21.8233395, 32.2800789,
105,"17KMF15", 7.4407740, 6.1576753, 18.6059361, 35.9360466,
106,"17KMF150", 7.3852463, 8.1036739, 19.3225594, 31.2170601,
107,"17KMF151", 8.6398220, 5.8025641, 26.2263908, 43.9639168,
108,"17KMF152", 6.4038386, 9.7809315, 12.6482410, 34.7447472,
109,"17KMF153", 7.4173360, 10.4790754, 16.0671692, 30.4404087,
110,"17KMF154", 9.1751881, 5.8960366, 26.8182526, 30.0078201,
111,"17KMF155", 8.6967373, 9.5970459, 22.0431786, 28.0966454,
112,"17KMF156", 8.1890097, 7.3599110, 24.2377090, 44.2743378,
113,"17KMF157", 8.3167820, 6.7234545, 25.0362988, 45.8373871,
114,"17KMF158", 7.9463334, 8.0423965, 20.7013245, 36.4138451,
115,"17KMF159", 8.8496180, 9.5336590, 22.7467270, 30.3265076,
116,"17KMF16", 8.3307142, 8.1107111, 23.7919540, 34.8776283,
117,"17KMF160", 8.0559206, 6.0373507, 23.8498878, 39.8509026,
118,"17KMF161", 7.9849224, 7.7345691, 19.7867966, 26.3601589,
119,"17KMF162", 8.5980654, 8.0755358, 22.1430798, 24.5184040,
120,"17KMF163", 8.8944025, 7.3482766, 26.4782219, 33.8300781,
121,"17KMF164", 9.0947571, 4.9446502, 27.6559639, 35.3891106,
122,"17KMF166", 7.7725549, 7.4581218, 19.2386475, 30.6657677,
123,"17KMF167", 8.6833563, 7.5384331, 25.1849861, 36.3618813,
124,"17KMF168", 7.4504299, 9.1570826, 17.9141483, 32.3990555,
125,"17KMF169", 7.7391090, 6.9959531, 22.7122421, 47.8300858,
126,"17KMF17", 8.4165373, 9.2607470, 20.6379547, 29.4643917,
127,"17KMF170", 7.7020040, 4.1719813, 21.8200722, 35.1471558,
128,"17KMF171", 6.8996305, 10.8295450, 15.1987934, 34.1987381,
129,"17KMF172", 8.6247978, 5.2826300, 25.9726429, 36.8595390,
130,"17KMF173", 8.3325500, 4.5902762, 24.9789600, 38.5469856,
131,"17KMF174", 8.5889263, 6.5736976, 24.7177086, 31.5337601,
132,"17KMF175", 9.0282974, 7.0405307, 24.2893181, 24.9763908,
133,"17KMF176", 8.7303848, 9.7650404, 22.1676579, 32.4465485,
134,"17KMF177", 8.3156147, 7.6932998, 20.9003410, 26.2987862,
135,"17KMF178", 8.2918491, 5.0330687, 24.4651909, 36.9813728,
136,"17KMF18", 7.7142067, 7.0045877, 21.5111847, 30.6375771,
137,"17KMF180", 8.9324579, 5.7168279, 26.6194248, 33.3434677,
138,"17KMF181", 7.9637928, 8.2551613, 22.7637596, 44.7060928,
139,"17KMF182", 8.4246025, 6.6866641, 24.3565788, 31.3770523,
140,"17KMF184", 9.0467463, 3.1923640, 27.9112282, 30.6114426,
141,"17KMF185", 7.8341727, 6.2885761, 21.5767899, 26.8376675,
142,"17KMF186", 8.3700705, 7.7315402, 22.1753235, 27.8250351,
143,"17KMF187", 8.6545448, 9.2973537, 22.3589134, 34.0044785,
144,"17KMF188", 7.8052664, 5.5647559, 23.2837410, 35.9939308,
145,"17KMF189", 8.6526079, 7.5918021, 22.6738434, 32.0644112,
146,"17KMF19", 8.4621124, 6.5660672, 24.7577248, 31.7961578,
147,"17KMF190", 8.7862873, 6.0357151, 26.7590771, 41.5958366,
148,"17KMF191", 8.3267174, 6.5266995, 23.8581791, 40.2184372,
149,"17KMF192", 8.5839033, 9.7701406, 22.5843029, 36.2959480,
150,"17KMF193", 8.5226812, 9.0945425, 22.4125519, 39.9365044,
151,"17KMF194", 8.9019880, 8.7679014, 23.0950317, 28.1914139,
152,"17KMF195", 7.9596033, 9.2818365, 19.0192146, 27.9750900,
153,"17KMF196", 9.2446880, 7.4235969, 25.6543293, 31.0068321,
154,"17KMF197", 8.4859066, 6.9333777, 25.4952965, 42.6080093,
155,"17KMF198", 8.3835011, 3.7051225, 24.9529724, 34.8170547,
156,"17KMF199", 8.3336983, 9.8070164, 20.8486176, 37.4254456,
157,"17KMF2", 8.8345070, 4.3867049, 26.9984894, 32.5403099,
158,"17KMF20", 7.4096270, 8.4663219, 20.1482086, 42.0749207,
159,"17KMF200", 6.7865963, 7.8400865, 17.5111408, 35.4072456,
160,"17KMF201", 8.2109203, 6.5797343, 24.2023544, 40.5784836,
161,"17KMF202", 7.7523971, 8.4136772, 21.9475632, 45.5438080,
162,"17KMF204", 8.5164909, 5.9819608, 25.2467842, 28.5145092,
163,"17KMF205", 8.1143332, 3.4106560, 23.5388165, 29.2299271,
164,"17KMF207", 7.8193197, 6.5879579, 21.8443184, 41.3052940,
165,"17KMF208", 7.6182323, 6.5841117, 19.0316544, 30.3021984,
166,"17KMF21", 8.2711706, 8.0536890, 21.9497890, 36.2768211,
167,"17KMF210", 9.0071268, 7.3353553, 24.4672966, 30.1791325,
168,"17KMF211", 7.9696121, 5.3377423, 22.7687283, 34.1335526,
169,"17KMF212", 8.8995752, 7.1533594, 24.4639244, 29.9461231,
170,"17KMF213", 8.5695839, 7.5235572, 22.4627113, 27.2987690,
171,"17KMF215", 8.6791391, 6.9344840, 23.5788269, 27.8514328,
172,"17KMF216", 7.5003872, 7.9882436, 21.0385780, 41.6477509,
173,"17KMF217", 8.1363020, 7.0806003, 20.6520462, 32.2770233,
174,"17KMF218", 8.8797283, 7.6106296, 23.5510101, 25.1309853,
175,"17KMF219", 7.7449360, 3.8198514, 22.0739594, 32.6751556,
176,"17KMF220", 8.0954361, 8.0498505, 23.7142677, 44.3514786,
177,"17KMF221", 8.0410852, 8.9923754, 21.4537468, 32.1634636,
178,"17KMF222", 8.4149189, 7.8458543, 21.2817554, 26.8668976,
179,"17KMF223", 6.9769187, 9.2152681, 15.6829395, 35.0447578,
180,"17KMF224", 5.6901093, 7.9912915, 13.7120953, 37.3297195,
181,"17KMF226", 8.1831360, 7.1849446, 23.2650337, 34.4364319,
182,"17KMF227", 8.4565811, 8.9014330, 23.6011467, 37.1227531,
183,"17KMF228", 8.8530207, 9.6771336, 23.4143257, 30.5535545,
184,"17KMF229", 9.0986004, 6.1983743, 27.5014782, 29.9269753,
185,"17KMF23", 8.1720314, 6.8774676, 21.1145439, 35.2068100,
186,"17KMF230", 8.3109579, 6.8304982, 21.6601772, 32.0883141,
187,"17KMF231", 6.4702015, 8.1250553, 15.9334583, 31.9788647,
188,"17KMF232", 8.8056793, 7.6927476, 27.2416916, 51.5316849,
189,"17KMF233", 8.8165779, 6.1873584, 26.0049267, 33.6539841,
190,"17KMF234", 7.2491436, 7.0927572, 20.0735397, 35.7713470,
191,"17KMF236", 7.5831308, 8.2918644, 18.6498146, 30.1805515,
192,"17KMF237", 8.4063196, 8.4470339, 20.9451294, 24.9893150,
193,"17KMF238", 7.9907942, 4.1253977, 22.5540886, 30.2038269,
194,"17KMF238", 7.3500624, 7.4839025, 20.0789452, 34.4278183,
195,"17KMF24", 8.0298605, 7.5079336, 23.3599262, 42.0027161,
196,"17KMF240", 8.9993267, 6.9225769, 24.7768250, 36.6688843,
197,"17KMF241", 8.9828205, 9.0912132, 24.2415886, 41.4831009,
198,"17KMF242", 8.0717726, 11.3253908, 19.1625824, 34.4385643,
199,"17KMF242", 6.5901432, 10.0534458, 14.3990154, 41.3024635,
200,"17KMF243", 8.2334328, 10.3315945, 19.8677273, 31.0742149,
201,"17KMF244", 8.7853775, 5.2546053, 26.2861557, 31.9914303,
202,"17KMF245", 7.0824814, 9.9018030, 15.5624714, 27.9706306,
203,"17KMF246", 8.3153839, 3.9877958, 24.1991386, 30.1717262,
204,"17KMF247", 8.0911674, 11.4417572, 19.6947021, 36.6594696,
205,"17KMF248", 6.9981041, 9.0473633, 15.2498379, 26.0283356,
206,"17KMF249", 8.4320993, 3.6538067, 24.9231720, 31.6221256,
207,"17KMF25", 7.8759413, 6.7411952, 23.0371208, 38.9841118,
208,"17KMF250", 8.1129942, 6.6877947, 22.8699341, 31.1006718,
209,"17KMF251", 7.8108530, 6.5298419, 22.0470924, 32.7983055,
210,"17KMF252", 7.0649891, 7.9505563, 18.8953686, 36.9461327,
211,"17KMF253", 7.3013434, 10.1049404, 16.9156609, 33.3446846,
212,"17KMF254", 8.3387585, 4.6944170, 24.6336441, 33.8305817,
213,"17KMF255", 7.6831727, 9.4008017, 17.6065445, 24.2686939,
214,"17KMF256", 9.3072786, 8.6054039, 24.9169369, 33.1035423,
215,"17KMF257", 8.0625105, 10.3070345, 19.5486412, 27.0349941,
216,"17KMF258", 7.9569073, 9.8099651, 19.2620430, 29.4370232,
217,"17KMF259", 7.9777527, 8.2114735, 22.5826416, 35.6545029,
218,"17KMF26", 8.3181744, 6.0374842, 24.2946663, 32.1787567,
219,"17KMF260", 7.6389680, 10.1939402, 17.0460281, 25.1046696,
220,"17KMF261", 8.6902580, 8.9027605, 22.5848961, 37.6401138,
221,"17KMF262", 7.1698141, 9.8944721, 16.7952976, 37.4472427,
222,"17KMF263", 9.0907288, 7.3461361, 24.1490440, 28.9457550,
223,"17KMF264", 7.6576509, 9.0096350, 18.2352943, 26.8427830,
224,"17KMF265", 6.3932571, 10.3972054, 13.8654709, 37.3567581,
225,"17KMF266", 8.6195250, 7.7535386, 21.9923248, 19.3342609,
226,"17KMF267", 8.4871483, 10.9594660, 20.3532963, 32.0343895,
227,"17KMF269", 8.2254839, 9.5818071, 20.7245865, 29.4609299,
228,"17KMF27", 8.0257721, 10.7500591, 18.9780197, 29.2691116,
229,"17KMF270", 8.5280361, 9.2307215, 20.6433983, 25.6242332,
230,"17KMF271", 7.7882886, 10.5507183, 18.0716400, 24.0299835,
231,"17KMF272", 8.8184605, 10.6907587, 21.6850204, 27.7395821,
232,"17KMF273", 8.9059248, 8.9876633, 22.5385933, 27.7191792,
233,"17KMF274", 7.6563778, 10.2747717, 17.3133278, 24.4051991,
234,"17KMF275", 7.3859425, 4.5419836, 20.7743607, 34.3422089,
235,"17KMF276", 7.3369761, 4.2950077, 20.2960644, 33.0010567,
236,"17KMF277", 7.9301944, 10.5638285, 18.4635944, 23.3641396,
237,"17KMF278", 7.0892954, 10.1599302, 15.8364220, 30.0110626,
238,"17KMF279", 8.2325077, 10.7121725, 19.7154121, 23.6782417,
239,"17KMF28", 6.8139715, 8.2376080, 17.7419147, 36.7190170,
240,"17KMF281", 8.9231863, 6.7754197, 24.3778820, 36.8979111,
241,"17KMF282", 7.6653833, 7.9731612, 21.4531441, 36.4722443,
242,"17KMF284", 6.3100290, 10.1147261, 12.1597309, 25.7556820,
243,"17KMF285", 7.8297372, 9.7385921, 18.0917740, 26.5115852,
244,"17KMF286", 7.8911600, 10.2025890, 18.4667473, 22.5460415,
245,"17KMF287", 6.5750532, 9.8306189, 14.5233192, 34.6938400,
246,"17KMF288", 7.8188376, 10.9182787, 18.5904236, 29.2032814,
247,"17KMF289", 8.6762743, 7.3108044, 22.8755207, 25.3699665,
248,"17KMF29", 8.4026442, 7.4400549, 24.9320850, 39.6476440,
249,"17KMF290", 7.9400105, 11.4602604, 19.2640800, 38.6701088,
250,"17KMF291", 6.8674154, 11.4377394, 14.3530617, 30.4311142,
251,"17KMF292", 8.0341072, 8.8586216, 20.0432930, 33.0300827,
252,"17KMF293", 8.3294210, 10.3475924, 19.4906406, 22.4322128,
253,"17KMF294", 7.7778187, 6.1245141, 21.7896442, 30.3619747,
254,"17KMF295", 7.7056866, 6.5181522, 21.3777504, 30.6751747,
255,"17KMF296", 6.0885968, 9.5900135, 12.8628902, 32.8111801,
256,"17KMF298", 8.0417776, 8.6653547, 20.6441612, 31.9193974,
257,"17KMF299", 6.6964808, 10.3466930, 13.9006214, 24.4719925,
258,"17KMF3", 8.2671499, 6.4062600, 25.0615387, 50.6531906,
259,"17KMF30", 8.8502388, 10.4714918, 22.4680691, 35.3898735,
260,"17KMF300", 8.0984917, 5.7596211, 23.5247803, 33.8573303,
261,"17KMF301", 8.3911552, 6.2966027, 24.3249493, 31.3642559,
262,"17KMF302", 6.8426590, 9.6114349, 14.5835438, 21.7607784,
263,"17KMF303", 7.8586011, 9.8269091, 18.7760563, 27.6556396,
264,"17KMF304", 8.0348616, 8.8289881, 18.4667091, 21.1222458,
265,"17KMF305", 6.2591324, 10.7290907, 11.5069065, 23.2997837,
266,"17KMF306", 8.8141947, 10.3722868, 21.8057480, 22.7235603,
267,"17KMF307", 9.1715288, 7.5644679, 25.0411301, 38.1956978,
268,"17KMF308", 9.0602303, 8.5738430, 23.7876930, 30.0695477,
269,"17KMF309", 7.8965225, 10.5230436, 18.3043671, 26.2823238,
270,"17KMF31", 5.5038190, 8.4321146, 14.3718987, 40.6926880,
271,"17KMF310", 8.5939665, 6.1216354, 24.7406540, 29.7884007,
272,"17KMF311", 5.7977643, 12.7733955, 9.4884644, 28.4811440,
273,"17KMF312", 7.1676254, 11.4734650, 15.4423370, 24.9576092,
274,"17KMF313", 7.5521183, 11.9743271, 16.8978615, 24.0414486,
275,"17KMF315", 9.5368290, 9.3599958, 25.4264488, 35.5444870,
276,"17KMF316", 9.1528635, 9.8826408, 24.5121498, 37.6252136,
277,"17KMF317", 8.6562262, 8.8598938, 22.3086586, 36.2336349,
278,"17KMF318", 7.9601393, 9.7937288, 19.1052704, 30.7278442,
279,"17KMF32", 8.4584141, 6.5054932, 24.6304798, 32.2824669,
280,"17KMF321", 9.2488737, 9.0606422, 25.1596584, 42.6548920,
281,"17KMF322", 8.0229635, 7.3552055, 22.5494289, 32.8839149,
282,"17KMF323", 8.8670168, 9.4644394, 23.1357841, 35.0636749,
283,"17KMF324", 8.2063398, 9.1416206, 19.6085224, 22.3439617,
284,"17KMF325", 8.1334562, 10.5131512, 19.7170162, 34.7395477,
285,"17KMF326", 8.4741974, 10.3132105, 20.3613148, 26.3321323,
286,"17KMF327", 8.0954618, 11.4124393, 18.9877415, 26.7764778,
287,"17KMF329", 7.4867282, 9.9585791, 16.9401417, 28.5212574,
288,"17KMF33", 8.5745068, 6.4383225, 25.5372200, 40.1717491,
289,"17KMF330", 8.0221634, 7.6604400, 22.6435585, 33.3747787,
290,"17KMF331", 7.0830703, 10.1211634, 14.6606560, 21.6198425,
291,"17KMF332", 7.7013321, 10.9320183, 18.1390724, 36.1839142,
292,"17KMF333", 5.0581913, 8.4271030, 9.0219955, 30.8710175,
293,"17KMF334", 8.5430984, 7.9914584, 23.5247307, 42.6752968,
294,"17KMF335", 7.7601790, 9.0002737, 18.3320045, 23.8859997,
295,"17KMF336", 7.8804998, 11.3490887, 19.3845234, 40.1331444,
296,"17KMF337", 7.3137002, 10.5298815, 15.7479801, 23.0403271,
297,"17KMF338", 7.5013623, 9.4790039, 17.7076855, 28.0876579,
298,"17KMF339", 7.3632936, 10.0984259, 17.2323170, 36.5207443,
299,"17KMF34", 4.8668280, 7.6625772, 12.9585648, 38.8181152,
300,"17KMF340", 8.1404963, 6.8633327, 24.0744667, 36.1281090,
301,"17KMF341", 6.5661745, 9.7477064, 14.1563053, 29.0401878,
302,"17KMF342", 7.5693207, 4.3818364, 21.2831383, 33.9525757,
303,"17KMF344", 7.2725739, 10.0606489, 16.0714626, 29.0621548,
304,"17KMF345", 6.8607378, 11.7423878, 14.6135006, 27.5175476,
305,"17KMF346", 7.3282652, 11.6103001, 15.8127518, 23.4077015,
306,"17KMF347", 7.8460841, 8.5454464, 19.6365967, 29.3424683,
307,"17KMF348", 7.1242008, 12.1145048, 14.9716530, 25.2679157,
308,"17KMF349", 6.5760984, 10.8400517, 13.4389820, 25.0594921,
309,"17KMF35", 8.3934517, 6.4411793, 24.0308571, 28.6321716,
310,"17KMF350", 8.1338253, 8.0524616, 20.8591251, 34.2366180,
311,"17KMF351", 8.2787380, 9.6450825, 20.3335667, 37.9628677,
312,"17KMF352", 7.9023690, 10.8991337, 17.9251900, 21.1906223,
313,"17KMF353", 8.5511484, 6.8005290, 24.5193920, 30.4367485,
314,"17KMF354", 7.2866449, 10.2327461, 16.4861507, 29.0472660,
315,"17KMF355", 7.9888415, 12.8713055, 18.8768730, 31.6150665,
316,"17KMF356", 7.1422801, 7.4400530, 19.5311394, 38.1261559,
317,"17KMF357", 9.3163185, 6.4337220, 26.4009094, 43.4042130,
318,"17KMF358", 6.2114649, 10.2649994, 12.9842911, 40.3516769,
319,"17KMF359", 6.7482567, 10.7124319, 14.2839375, 30.1121063,
320,"17KMF36", 9.0456467, 6.6893439, 24.5327301, 28.0257149,
321,"17KMF360", 9.1227207, 8.0092688, 24.5437469, 30.3974800,
322,"17KMF361", 8.4269276, 8.3116455, 21.2667789, 28.4407997,
323,"17KMF362", 6.8604822, 10.4413261, 15.0662174, 28.6495895,
324,"17KMF363", 6.3666019, 7.6260314, 16.1412678, 34.4666557,
325,"17KMF364", 8.7110958, 8.4744015, 22.1922417, 29.9807224,
326,"17KMF365", 7.8711648, 10.4697342, 18.2759781, 23.3147755,
327,"17KMF366", 8.0772667, 13.1915922, 18.1344986, 23.6038704,
328,"17KMF367", 6.8498535, 9.9806318, 14.5636578, 21.6250610,
329,"17KMF368", 6.1933603, 11.3936691, 11.8839359, 26.3561230,
330,"17KMF369", 8.5126371, 10.4228687, 21.1566238, 27.3701496,
331,"17KMF37", 8.9324512, 5.9330330, 26.3839054, 38.2720566,
332,"17KMF370", 8.0481863, 9.4513245, 19.3715019, 19.0604210,
333,"17KMF371", 8.5035229, 7.4963746, 22.7762184, 35.5476532,
334,"17KMF373", 8.1668863, 6.0341778, 23.2202682, 30.8256378,
335,"17KMF374", 9.0693769, 7.6601205, 24.6210995, 37.4423599,
336,"17KMF375", 7.9533291, 9.6596632, 19.5010738, 31.2741585,
337,"17KMF376", 6.3403029, 8.3122911, 15.8386345, 35.6150131,
338,"17KMF377", 7.3308144, 9.7750053, 18.3275852, 46.4314270,
339,"17KMF378", 8.9618349, 8.8766479, 23.2209282, 28.0368881,
340,"17KMF379", 7.9327440, 10.9480906, 18.9491425, 27.8288651,
341,"17KMF38", 6.8158436, 8.6472864, 18.0878353, 39.3221817,
342,"17KMF380", 7.8761787, 8.7658234, 19.3103676, 30.1917171,
343,"17KMF381", 8.4617081, 7.0288286, 22.5971966, 33.4511642,
344,"17KMF383", 7.4926405, 9.7371569, 16.7208977, 27.6436825,
345,"17KMF384", 7.5351415, 7.3955255, 20.4339867, 29.9708443,
346,"17KMF385", 7.4753661, 9.7594090, 17.4539795, 33.2101440,
347,"17KMF387", 8.5460110, 9.5840635, 21.2210693, 26.8860569,
348,"17KMF388", 8.2418289, 5.9750676, 24.0171528, 32.4023933,
349,"17KMF389", 8.3354826, 8.0231047, 21.0865784, 33.5733719,
350,"17KMF39", 7.8619275, 7.6272426, 22.5158367, 39.7086525,
351,"17KMF390", 7.6538086, 9.3271332, 17.5341721, 24.3523178,
352,"17KMF391", 6.8909359, 10.3841610, 14.2100410, 22.5298176,
353,"17KMF392", 8.4475555, 9.0998154, 21.0364494, 17.8665886,
